case;E2SNO (kmol/y);E2S1 (kmol/y);E2RIV (kmol/y);Etot (kmol/y);S1StorFugP (kmol/y);S1StorFugN (kmol/y);S2StorFugP (kmol/y);S2StorFugN (kmol/y);S3StorFugP (kmol/y);S3StorFugN (kmol/y);SNOStorFugP (kmol/y);SNOStorFugN (kmol/y);S1StorPreP (kmol/y);S1StorPreN (kmol/y);S2StorPreP (kmol/y);S2StorPreN (kmol/y);S3StorPreP (kmol/y);S3StorPreN (kmol/y);SNOStorPreP (kmol/y);SNOStorPreN (kmol/y);S1StorIonP (kmol/y);S1StorIonN (kmol/y);S2StorIonP (kmol/y);S2StorIonN (kmol/y);S3StorIonP (kmol/y);S3StorIonN (kmol/y);SNOStorIonP (kmol/y);SNOStorIonN (kmol/y);Fug-stora (kmol/y);Fug-storb (kmol/y);Pre-stora (kmol/y);Pre-storb (kmol/y);Ion-stora (kmol/y);Ion-storb (kmol/y);Fug-Abs (kmol/y);Fug-Sea (kmol/y);Pre-Abs (kmol/y);Pre-Sea (kmol/y);Ion-Abs (kmol/y);Ion-Sea (kmol/y);DecayS1 (kmol/y);DecayS2 (kmol/y);DecayS3 (kmol/y);DecaySNO (kmol/y);Decay (kmol/y);VolatS1 (kmol/y);VolatS2 (kmol/y);VolatS3 (kmol/y);VolatSNO (kmol/y);Volat (kmol/y);Fug-Sed (kmol/y);Pre-Sed (kmol/y);Ion-Sed (kmol/y);RGWStorPFug (kmol/y);RGWStorNFug (kmol/y);RGWStorPPre (kmol/y);RGWStorNPre (kmol/y);RGWStorPIon (kmol/y);RGWStorNIon (kmol/y);RGWS1PFug (kmol/y);RGWS1NFug (kmol/y);RGWS2PFug (kmol/y);RGWS2NFug (kmol/y);RGWS3PFug (kmol/y);RGWS3NFug (kmol/y);RGWS1PPre (kmol/y);RGWS1NPre (kmol/y);RGWS2PPre (kmol/y);RGWS2NPre (kmol/y);RGWS3PPre (kmol/y);RGWS3NPre (kmol/y);RGWS1PIon (kmol/y);RGWS1NIon (kmol/y);RGWS2PIon (kmol/y);RGWS2NIon (kmol/y);RGWS3PIon (kmol/y);RGWS3NIon (kmol/y);RGWDecay (kmol/y)
85-43-8;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999
298-06-6;7.26E-02;0.60879;2.1996;2.8809;0;-1.74E-04;0;-2.77E-06;1.20E-08;0;7.55E-05;0;0;0;0;0;0;0;0;0;0;-3.19E-02;2.13E-02;0;0;-9.94E-02;7.50E-04;0;0;-2.68E-04;0;0;0;-0.28941;-0.15858;-9.84E-02;0;0;-0.1417;-2.0217;-3.38E-04;-5.90E-06;-1.06E-07;-1.05E-05;-1.29E-03;-5.17E-04;0;0;-4.22E-02;-0.16972;-4.01E-06;0;0;1.13E-08;0;0;0;0;-0.11626;0;0;2.26E-06;-1.82E-12;5.09E-07;0;0;0;0;0;0;0;0;0;1.04E-02;0;0.10579;0;-4.46E-09
4180-23-8;0.78053;6.8073;1.0776;8.6656;0;-0.41046;0.14776;0;0;-3.32E-02;8.49E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.3077;0;0;0;0;-0.12667;-1.1423;0;0;0;0;-1.6185;-1.8679;-1.0397;-7.02E-04;-4.846;-0.27421;0;0;-0.77173;-2.2409;-1.69E-03;0;0;0;-9.81E-02;0;0;0;0;0;0;5.24E-02;0;0.27415;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.22846
51-03-6;0.50283;4.6023;0.44956;5.5546;0;-5.41E-02;4.17E-02;0;2.99E-03;0;1.18E-02;0;0;-1.13E-08;0;-3.63E-09;8.40E-10;0;0;-9.58E-04;0;0;0;0;0;0;0;0;6.84E-03;0;0;-9.57E-04;0;0;-6.69E-02;-0.36406;-2.74E-07;-1.12E-04;0;0;-4.3923;-0.54126;-3.61E-02;-7.30E-02;-5.1259;-8.23E-05;0;0;-2.00E-03;-2.08E-03;-1.62E-03;-3.09E-08;0;2.88E-05;0;5.32E-10;0;0;0;0;0;1.80E-03;0;1.22E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.06E-03
623-03-0;1.2632;10.664;2.1197;14.047;0;-0.60766;0.28214;0;0;-1.3073;8.93E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.8578;0;0;0;0;-0.47713;-5.6226;0;0;0;0;-0.21757;-0.52993;-0.61913;-8.52E-04;-1.6393;-0.42126;0;0;-1.1658;-3.447;-2.89E-03;0;0;0;-1.392;0;0;0;0;0;0;0.15579;0;1.4273;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.19102
6485-40-1;0.87016;7.4919;1.1914;9.5536;0;-0.38546;4.86E-02;0;6.98E-02;0;3.26E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.2095;0;0;0;0;-0.17095;-1.3977;0;0;0;0;-2.4934;-2.3513;-0.96842;-6.41E-03;-6.2326;-0.21129;0;0;-0.83089;-1.5406;-5.99E-04;0;0;0;-1.18E-02;0;0;0;0;0;0;3.78E-02;0;0.15834;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.18441
70969-58-3;0.47096;4.4746;0.3478;5.2933;0;-0.10589;5.06E-02;0;1.99E-03;0;8.96E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.66E-02;0;0;0;0;-5.36E-02;-0.33776;0;0;0;0;-3.6676;-0.76763;-8.17E-02;-2.86E-02;-4.612;-3.41E-02;0;0;-0.21144;-0.25053;-2.48E-03;0;0;0;-7.03E-04;0;0;0;0;0;0;4.34E-03;0;4.52E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-8.17E-03
7747-35-5;0.46166;3.8586;1.5438;5.8643;0;-0.16191;6.04E-02;0;4.85E-02;0;1.28E-02;0;0;0;0;0;0;0;0;0;0;-4.14E-03;1.44E-03;0;1.13E-03;0;2.38E-04;0;0;-1.96E-02;0;0;0;-7.54E-04;-0.26348;-1.9551;0;0;-3.01E-03;-4.55E-02;-0.96716;-1.3344;-0.75783;-2.93E-02;-3.5723;-1.74E-03;0;0;-2.71E-03;-4.46E-03;-6.52E-06;0;0;0;-2.49E-02;0;0;0;-5.53E-04;0;0;2.85E-02;0;0.15577;0;0;0;0;0;0;0;0;0;6.73E-04;0;3.79E-03;0;-0.16328
78-11-5;0.94442;8.0049;2.7533;11.703;0;-0.33176;0.19429;0;0;-1.06E-02;2.32E-02;0;0;-2.51E-09;4.06E-09;0;1.41E-08;0;0;-1.80E-03;0;0;0;0;0;0;0;0;0;-9.67E-02;0;-1.80E-03;0;0;-0.4528;-3.1779;-2.24E-07;-1.14E-04;0;0;-3.4963;-2.7686;-1.0132;-5.42E-02;-7.9643;-4.28E-05;0;0;-2.00E-03;-2.05E-03;-7.77E-03;-4.71E-08;0;0;-4.26E-02;2.75E-08;0;0;0;0;0;4.55E-02;0;0.17157;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.17449
791-28-6;5.20E-02;0.4479;0.81609;1.3159;0;-1.91E-02;0;-1.73E-02;0;-0.12021;1.36E-03;0;0;-3.48E-09;0;-3.06E-09;0;-4.56E-09;0;-1.20E-04;0;0;0;0;0;0;0;0;0;-0.23661;0;-1.20E-04;0;0;-0.13181;-0.88532;-1.56E-08;-5.81E-06;0;0;-1.17E-02;-2.11E-02;-1.64E-02;-1.17E-04;-6.03E-02;-1.04E-05;0;0;-1.75E-04;-1.85E-04;-1.60E-03;-4.33E-09;0;0;-5.98E-02;0;-1.14E-08;0;0;0;0;7.49E-03;0;5.62E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.85E-03
81-19-6;7.65E-02;0.69896;8.28E-02;0.85822;0;-3.96E-02;0;-2.61E-02;0;-1.35E-02;5.07E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.96E-02;0;0;0;0;-8.22E-03;-5.94E-02;0;0;0;0;-0.40373;-0.1422;-2.04E-02;-3.13E-05;-0.57133;-1.56E-02;0;0;-7.60E-02;-0.13925;-4.69E-04;0;0;0;-2.18E-03;0;0;0;0;0;0;1.81E-03;0;2.38E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.01E-03
94-96-2;0.92779;7.7869;1.5725;10.287;0;-0.26581;8.00E-02;0;7.06E-02;0;2.66E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.34E-02;0;0;0;0;-0.26167;-1.8585;0;0;0;0;-3.4316;-2.8186;-0.90186;-0.12283;-7.9426;-0.14544;0;0;-5.16E-02;-0.20066;-6.27E-05;0;0;1.76E-03;0;0;0;0;0;0;0;2.97E-02;0;0.10776;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.13928
96-45-7;0.86306;7.2216;29.573;37.656;0;-0.13743;0.10044;0;0;-0.4879;1.12E-02;0;0;0;0;0;0;0;0;0;0;-0.20008;0.15969;0;0;-0.71326;9.80E-03;0;0;-1.3895;0;0;0;-2.1202;-3.2523;-12.043;0;0;-1.3818;-17.079;-3.11E-02;-8.63E-02;-0.11353;-1.00E-03;-0.36283;-2.16E-02;0;0;-3.85E-03;-2.63E-02;-2.74E-06;0;0;0;-0.51326;0;0;0;-0.87879;0;0;4.86E-02;0;0.50503;0;0;0;0;0;0;0;0;0;7.90E-02;0;0.79753;0;-3.85E-02
98-17-9;0.46766;3.965;0.76626;5.1989;0;-0.18922;8.89E-02;0;0;-0.68523;9.04E-03;0;0;0;0;0;0;0;0;0;0;-1.66E-02;8.34E-03;0;0;-6.03E-02;5.84E-04;0;0;-1.3454;0;0;0;-0.12552;-0.20996;-2.488;0;0;-1.51E-02;-0.23185;-2.81E-02;-6.77E-02;-7.64E-02;-3.33E-04;-0.20819;-0.13352;0;0;-0.27017;-0.57153;-3.48E-03;0;0;0;-0.56676;0;0;0;-5.82E-02;0;0;5.69E-02;0;0.52536;0;0;0;0;0;0;0;0;0;6.32E-03;0;5.89E-02;0;-2.25E-02
60-12-8;1.8581;15.586;2.8437;20.288;0;-0.43163;0.13984;0;0.10423;0;5.04E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.50E-02;0;0;0;0;-0.44986;-2.8534;0;0;0;0;-8.6599;-5.1919;-1.2344;-0.35243;-16.617;-0.22844;0;0;-0.1005;-0.3326;-1.00E-04;0;0;8.16E-03;0;0;0;0;0;0;0;3.88E-02;0;0.11172;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.15879
85-42-7;11.138;93.912;18.479;123.53;0;-4.5416;2.7508;0;0;-6.1586;0.28601;0;0;-6.62E-06;0;-9.37E-06;0;-1.94E-05;0;-1.91E-02;0;0;0;0;0;0;0;0;0;-16.312;0;-1.92E-02;0;0;-5.1739;-59.753;-1.07E-05;-7.50E-04;0;0;-4.3663;-10.41;-11.674;-8.17E-02;-32.552;-3.5273;0;0;-4.5656;-9.7199;-3.67E-04;-1.00E-05;0;0;-9.1399;0;-1.31E-04;0;0;0;0;1.292;0;11.425;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.577
89-04-3;0.64149;6.6876;0.1797;7.5089;3.67E-03;0;5.80E-03;0;1.06E-02;0;4.57E-03;0;0;-8.4806;0;-0.51976;0;-0.91799;5.75E-03;0;0;0;0;0;0;0;0;0;2.15E-02;0;0;-7.8063;0;0;-2.06E-02;-0.39816;-0.13902;-22.512;0;0;-1.8493;-2.8552;-5.2416;-3.63E-02;-10.063;0;0;0;0;0;-3.97E-03;-4.86E-02;0;2.44E-05;0;0;-2.72E-02;0;0;0;0;7.39E-06;0;2.07E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.37E-04
92-70-6;3.757;31.563;100.42;135.74;0;-7.92E-03;0;-3.28E-05;0;-1.02E-04;9.70E-03;0;0;-4.95E-07;0;-4.57E-07;0;-6.50E-07;0;-9.17E-03;0;-1.481;1.1461;0;0;-5.6456;7.98E-02;0;0;-7.38E-03;0;-9.18E-03;0;-15.4;-8.3609;-4.6326;-5.14E-06;-1.63E-03;-7.6733;-99.526;-3.26E-02;-3.63E-04;-1.27E-04;-2.37E-03;-0.11891;-1.50E-04;0;0;-1.98E-03;-2.18E-03;-1.91E-03;-3.15E-07;0;0;-9.81E-05;0;-1.71E-06;0;-6.3699;0;0;4.60E-05;0;6.18E-05;0;0;0;0;0;0;0;0;0;0.56576;0;5.8029;0;-4.22E-05
94-91-7;0.12435;1.0423;2.1829;3.3496;0;-1.95E-02;1.09E-02;0;2.51E-03;0;2.47E-03;0;0;0;0;0;0;0;0;0;0;-9.64E-05;5.06E-05;0;1.19E-05;0;1.03E-05;0;0;-8.68E-03;0;0;0;-4.81E-05;-0.30895;-1.4321;0;0;-5.37E-04;-6.09E-03;-0.86852;-0.20819;-2.48E-02;-3.24E-02;-1.5927;-2.54E-07;0;0;-1.12E-04;-1.13E-04;-2.34E-04;0;0;1.74E-04;0;0;0;7.74E-07;0;0;0;9.28E-04;0;1.33E-03;0;0;0;0;0;0;0;0;0;6.48E-06;0;1.04E-05;0;-2.48E-03
96-93-5;0.59279;4.944;5.1786;10.715;0;-1.28E-03;3.65E-05;0;7.09E-07;0;1.18E-03;0;0;0;0;0;0;0;0;0;0;-0.2107;0.15842;0;0;-0.80639;1.05E-02;0;0;-3.94E-04;0;0;0;-1.9161;-0.4163;-0.21734;0;0;-0.4907;-6.8136;-0.43826;-8.05E-03;-1.65E-04;-3.39E-02;-0.86239;-6.56E-08;0;0;-3.88E-05;-3.89E-05;-2.52E-09;0;0;0;-1.68E-08;0;0;0;-0.88532;0;0;1.90E-05;-7.10E-07;4.85E-06;-4.84E-08;0;0;0;0;0;0;0;0;7.97E-02;0;0.80556;0;-3.19E-06
98-44-2;0.3414;2.8465;6.1163;9.3042;0;-7.37E-04;7.41E-09;0;3.75E-07;0;6.92E-04;0;0;0;0;0;0;0;0;0;0;-0.1287;9.84E-02;0;0;-0.4928;6.33E-03;0;0;-5.34E-04;0;0;0;-1.2622;-0.50346;-0.27334;0;0;-0.49336;-6.5219;-8.74E-02;-1.78E-03;-3.50E-05;-6.59E-03;-0.25001;0;0;0;0;0;-7.83E-10;0;0;0;-1.61E-09;0;0;0;-0.54923;0;0;1.23E-05;-6.42E-08;3.15E-06;-3.03E-10;0;0;0;0;0;0;0;0;4.91E-02;0;0.5001;0;-9.29E-07
99-76-3;3.4703;29.206;8.3649;41.043;0;-0.82839;0.27369;0;0.21031;0;8.05E-02;0;0;0;0;0;0;0;0;0;0;-0.14666;5.18E-02;0;3.97E-02;0;9.97E-03;0;0;-7.40E-02;0;0;0;-1.00E-02;-1.2132;-7.1236;0;0;-0.10965;-1.3018;-14.136;-10.585;-3.134;-0.52849;-31.152;-3.69E-02;0;0;-2.00E-02;-5.70E-02;-7.67E-04;0;0;8.42E-03;0;0;0;1.74E-03;0;0;0;8.57E-02;0;0.29118;0;0;0;0;0;0;0;0;0;1.73E-02;0;5.82E-02;0;-0.46266
101-43-9;1.7779;15.605;1.9642;19.347;0;-0.65459;0.1283;0;4.95E-02;0;1.86E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.43843;0;0;0;0;-0.2043;-1.3219;0;0;0;0;-10.153;-3.4636;-0.58706;-8.35E-03;-14.575;-0.2741;0;0;-1.7516;-2.8056;-1.13E-03;0;0;2.42E-03;0;0;0;0;0;0;0;2.48E-02;0;4.71E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.43E-02
102-36-3;0.86216;7.7083;1.0931;9.6636;0;-0.45803;0;-0.81443;0;-1.1133;4.55E-03;0;0;-1.90E-06;0;-2.07E-06;0;-3.84E-06;0;-1.17E-03;0;0;0;0;0;0;0;0;0;-2.6325;0;-1.18E-03;0;0;-0.18841;-1.9494;-7.07E-07;-8.23E-05;0;0;-1.3145;-1.2617;-0.48453;-9.41E-04;-3.1961;-0.23999;0;0;-0.80839;-1.6758;-1.93E-02;-6.69E-07;0;0;-0.31003;0;-6.05E-06;0;0;0;0;7.88E-02;0;0.30748;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.63E-02
103-60-6;0.3368;2.8927;0.41083;3.6403;0;-9.80E-02;2.96E-02;0;1.91E-02;0;7.28E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2.31E-02;0;0;0;0;-6.65E-02;-0.4561;0;0;0;0;-1.5479;-0.91169;-0.22574;-3.91E-02;-2.8985;-5.27E-02;0;0;-0.13561;-0.19607;-1.88E-04;0;0;1.13E-03;0;0;0;0;0;0;0;7.85E-03;0;2.27E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.17E-02
105-05-5;0.26759;2.4174;0.32071;3.0057;0;-0.30197;0;-0.51296;0;-0.23545;6.50E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.0785;0;0;0;0;-2.40E-02;-0.17144;0;0;0;0;-0.26155;-0.15341;-3.16E-02;-5.68E-06;-0.4509;-0.67219;0;0;-0.26693;-1.2795;-1.31E-03;0;0;0;-3.56E-02;0;0;0;0;0;0;1.31E-02;0;2.58E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.30E-03
110-64-5;4.764;39.78;4.6653;49.21;0;-0.2037;5.24E-02;0;1.92E-02;0;7.40E-02;0;0;0;0;0;0;0;0;0;2.55E-09;0;1.45E-09;0;4.07E-10;0;9.12E-12;0;0;-1.82E-02;0;0;4.69E-09;0;-0.62423;-2.2139;0;0;-2.01E-08;-1.25E-07;-35.2;-5.5946;-0.41283;-2.529;-46.286;-4.25E-02;0;0;-2.28E-02;-6.54E-02;-1.38E-07;0;0;1.43E-03;0;0;0;1.85E-10;0;0;0;1.14E-02;0;1.12E-02;0;0;0;0;0;0;0;0;0;6.71E-10;0;6.63E-10;0;-2.40E-02
112-76-5;4.133;42.22;1.4744;47.826;0;-0.86719;1.36E-03;0;1.05E-05;0;8.00E-04;0;0;-1.79E-02;0;-3.83E-07;0;0;0;-3.27E-03;0;0;0;0;0;0;0;0;0;-0.87266;0;-2.32E-02;0;0;-0.2093;-0.96406;-5.92E-05;0;0;0;-41.33;-1.69E-02;-1.23E-04;-6.82E-03;-41.633;-2.63E-04;0;0;-4.113;-4.1156;-1.05E-02;-4.40E-05;0;1.19E-07;0;0;0;0;0;0;0;1.94E-07;0;6.28E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.88E-05
117-21-5;1.54E-02;0.13121;2.38E-02;0.17036;0;-3.38E-03;3.27E-04;0;4.74E-04;0;1.77E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.99E-03;0;0;0;0;-3.44E-03;-1.88E-02;0;0;0;0;-8.26E-02;-3.39E-02;-5.91E-03;-1.48E-03;-0.13199;-1.88E-03;0;0;-1.14E-02;-1.41E-02;-9.61E-07;0;0;4.34E-05;0;0;0;0;0;0;0;1.93E-04;0;4.12E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;-6.48E-04
119-17-5;0.76269;6.3796;13.632;20.774;0;-1.65E-03;0;-2.49E-07;8.99E-07;0;1.55E-03;0;0;0;0;0;0;0;0;0;0;-0.28834;0.22071;0;0;-1.1049;1.41E-02;0;0;-1.18E-03;0;0;0;-2.8269;-1.1219;-0.60913;0;0;-1.1007;-14.556;-0.19587;-4.00E-03;-8.24E-05;-1.47E-02;-0.55843;-1.89E-09;0;0;-5.44E-07;-5.46E-07;-2.90E-08;0;0;0;-1.04E-07;0;0;0;-1.2312;0;0;2.76E-05;0;7.16E-06;0;0;0;0;0;0;0;0;0;0.10999;0;1.1211;0;-3.39E-06
122-00-9;2.3141;19.531;2.8012;24.647;0;-0.60519;7.40E-02;0;9.56E-02;0;2.93E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.31966;0;0;0;0;-0.42233;-2.6245;0;0;0;0;-11.123;-5.5723;-1.1634;-0.19385;-19.12;-0.32531;0;0;-1.6861;-2.1598;-3.12E-04;0;0;8.03E-03;0;0;0;0;0;0;0;3.88E-02;0;9.70E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.14389
123-26-2;3.58E-02;0.30952;0.27644;0.62179;0;-4.50E-05;3.30E-05;0;6.06E-05;0;1.06E-04;0;0;-0.4853;0;-0.14677;0;-0.26644;6.22E-04;0;1.15E-13;0;0;-1.02E-12;2.58E-11;0;2.54E-11;0;7.92E-06;0;0;-0.81116;1.10E-10;0;-2.30E-02;-1.55E-02;-2.35E-02;-1.3856;-4.35E-11;-1.90E-09;-6.77E-03;-8.05E-03;-1.49E-02;-3.38E-04;-3.74E-02;0;0;0;0;0;-1.03E-03;-8.08E-03;0;0;-3.94E-08;0;-1.30E-03;1.57E-12;0;0;0;5.18E-08;0;1.43E-06;0;0;0;0;0;0;0;0;0;2.66E-11;0;7.11E-10;0;-2.03E-06
124-30-1;1.3023;13.337;0.41416;15.054;0;-3.71E-03;7.31E-04;0;0;-2.71E-03;5.17E-04;0;0;-8.34E-03;0;-8.62E-03;0;-1.56E-02;0;-1.42E-03;0;-0.74466;0.49933;0;0;-2.2281;7.60E-03;0;0;-8.87E-03;0;-3.41E-02;0;-5.001;-3.58E-02;-3.19E-02;-2.46E-05;-4.00E-04;-0.49663;-8.0219;-0.21912;-5.37E-02;-6.78E-02;-2.22E-03;-0.37813;-9.44E-07;0;0;-1.0685;-1.0695;-6.59E-03;-1.04E-04;0;0;-3.65E-03;0;-6.60E-05;0;-2.5805;0;0;7.97E-07;0;7.19E-06;0;0;0;0;0;0;0;0;0;0.24441;0;2.3628;0;-2.28E-02
141-18-4;0.44543;3.9596;0.43386;4.839;0;-7.20E-02;4.79E-02;0;7.53E-03;0;1.04E-02;0;0;-4.67E-09;0;-1.41E-09;1.77E-09;0;0;-7.72E-04;0;0;0;0;0;0;0;0;2.58E-03;0;0;-7.73E-04;0;0;-6.52E-02;-0.36176;-1.92E-07;-8.03E-05;0;0;-3.4366;-0.69449;-7.42E-02;-8.79E-02;-4.411;-1.87E-04;0;0;-1.85E-03;-2.04E-03;-8.24E-04;-2.31E-08;0;3.88E-04;0;2.40E-09;0;0;0;0;0;3.20E-03;0;3.87E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;-7.47E-03
144-19-4;0.54289;4.5536;1.3302;6.4266;0;-0.21336;0.13727;0;0;-0.27622;1.62E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.73763;0;0;0;0;-0.31953;-3.3266;0;0;0;0;-0.26675;-0.62236;-0.66963;-7.13E-03;-1.9297;-9.69E-02;0;0;-1.20E-02;-0.1128;-1.74E-04;0;0;0;-0.41083;0;0;0;0;0;0;6.33E-02;0;0.54669;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.19919
372-09-8;19.643;164.14;144.5;328.28;0;-4.25E-02;0;-3.85E-04;0;-1.12E-04;4.97E-02;0;0;0;0;0;0;0;0;0;0;-7.5736;5.7323;0;0;-28.9;0.36836;0;0;-3.85E-03;0;0;0;-67.809;-12.008;-6.6659;0;0;-15.557;-222.63;-1.9852;-4.19E-02;-2.70E-03;-0.14808;-3.61;-4.83E-04;0;0;-9.32E-03;-9.82E-03;-3.16E-07;0;0;0;-1.26E-04;0;0;0;-31.784;0;0;7.43E-04;0;3.09E-04;0;0;0;0;0;0;0;0;0;2.8584;0;28.925;0;-6.39E-04
608-25-3;9.09E-03;7.62E-02;2.51E-02;0.11039;0;-8.54E-05;0;-1.66E-06;5.48E-07;0;7.21E-05;0;0;0;0;0;0;0;0;0;0;-1.11E-06;1.09E-08;0;1.39E-08;0;7.55E-07;0;0;-2.10E-05;0;0;0;-3.86E-07;-2.83E-03;-5.37E-03;0;0;-1.85E-05;-8.52E-05;-7.32E-02;-4.84E-03;-1.85E-04;-6.66E-03;-0.10205;-1.81E-07;0;0;-1.21E-05;-1.23E-05;-1.19E-08;0;0;9.43E-08;0;0;0;2.27E-09;0;0;0;4.13E-06;0;2.20E-06;0;0;0;0;0;0;0;0;0;7.97E-08;0;4.42E-08;0;-6.72E-06
693-23-2;11.04;92.639;27.136;130.82;0;-2.34E-02;1.24E-04;0;0;-1.58E-05;2.51E-02;0;0;-5.33E-07;0;-2.47E-07;3.71E-08;0;0;-2.63E-02;0;-4.17;3.1286;0;0;-15.869;0.22848;0;5.88E-04;0;0;-2.63E-02;0;-35.61;-2.2428;-1.2497;-9.12E-06;-3.30E-03;-5.1729;-81.383;-3.878;-5.57E-02;-2.36E-03;-0.29028;-5.1569;-2.08E-05;0;0;-2.85E-03;-2.87E-03;-1.21E-04;-8.24E-07;0;0;-2.63E-05;1.22E-07;0;0;-17.31;0;0;2.69E-04;0;7.75E-05;0;0;0;0;0;0;0;0;0;1.5644;0;15.747;0;-4.84E-04
919-30-2;3.2669;27.287;6.1746;36.73;0;-1.22E-02;4.33E-03;0;0;-1.31E-02;8.55E-03;0;0;0;0;0;0;0;0;0;0;-1.1898;0.89549;0;0;-3.0667;5.99E-02;0;0;-3.16E-02;0;0;0;-7.2146;-0.51353;-0.37206;0;0;-1.2471;-19.991;-2.3506;-1.594;-1.8998;-0.17162;-7.3536;-5.23E-03;0;0;-2.57E-03;-7.89E-03;-1.71E-06;0;0;0;-1.85E-02;0;0;0;-3.7263;0;0;2.07E-03;0;1.82E-02;0;0;0;0;0;0;0;0;0;0.4112;0;3.9083;0;-0.59473
947-04-6;36.43;305.84;356.86;699.13;0;-4.9333;3.012;0;0;-0.81449;0.4531;0;0;-2.42E-05;0;-2.34E-05;0;-3.73E-05;0;-8.86E-02;0;-9.0509;5.7899;0;0;-1.1593;0.49166;0;0;-4.4743;0;-8.86E-02;0;-8.3812;-38.286;-135.7;-6.21E-05;-1.61E-02;-18.977;-240.55;-50.546;-84.119;-64.283;-1.4663;-251.34;-0.90482;0;0;-0.25242;-1.1988;-0.14538;-1.47E-05;0;0;-2.7452;0;-1.01E-04;0;-5.9506;0;0;0.86662;0;5.6366;0;0;0;0;0;0;0;0;0;2.3213;0;15.802;0;-15.936
1072-63-5;1.2757;10.669;2.4951;14.44;0;-0.491;0.16906;0;4.47E-02;0;1.77E-02;0;0;0;0;0;0;0;0;0;0;-4.97E-02;1.58E-02;0;2.88E-03;0;1.44E-03;0;0;-0.37003;0;0;0;-3.78E-02;-0.46673;-4.3286;0;0;-2.40E-02;-0.40713;-1.434;-2.528;-2.044;-1.67E-02;-7.0329;-0.34046;0;0;-0.94416;-1.7726;-4.77E-05;0;0;0;-0.25261;0;0;0;-2.23E-02;0;0;9.48E-02;0;0.65146;0;0;0;0;0;0;0;0;0;8.85E-03;0;6.30E-02;0;-0.54323
1333-07-9;2.0675;17.3;48.013;67.379;0;-0.80459;0.53126;0;0;-2.0973;6.44E-02;0;0;-2.86E-07;0;-2.83E-07;0;-4.01E-07;0;-3.59E-03;0;-3.55E-03;2.53E-03;0;0;-9.18E-03;1.88E-04;0;0;-6.0103;0;-3.59E-03;0;-2.78E-02;-7.6199;-49.226;-1.65E-06;-4.75E-04;-1.95E-02;-0.22784;-0.35373;-0.93176;-1.1441;-8.84E-03;-3.4963;-0.54613;0;0;-0.12165;-0.74306;-3.35E-04;-1.93E-07;0;0;-2.5466;0;-1.87E-06;0;-1.31E-02;0;0;0.27292;0;2.6412;0;0;0;0;0;0;0;0;0;1.36E-03;0;1.27E-02;0;-0.3691
