case,Etot (kmol/y),Fug-stora (kmol/y),Fug-storb (kmol/y),Pre-stora (kmol/y),Pre-storb (kmol/y),Ion-stora (kmol/y),Ion-storb (kmol/y),Fug-Abs (kmol/y),Fug-Sea (kmol/y),Pre-Abs (kmol/y),Pre-Sea (kmol/y),Ion-Abs (kmol/y),Ion-Sea (kmol/y),Decay (kmol/y),Volat (kmol/y),Fug-Sed (kmol/y),Pre-Sed (kmol/y),Ion-Sed (kmol/y),
"129-00-0",  22.536    ,  0.0000    , -18.540    ,  0.0000    ,-0.13574E-01,  0.0000    ,  0.0000    ,-0.27143    , -1.8125    ,-0.31736E-05,-0.43657E-03,  0.0000    ,  0.0000    ,  0.0000    , -1.8369    ,-0.61219E-01,-0.13256E-05,  0.0000    ,
"138-59-0",  36.422    ,  0.0000    ,-0.23148E-02,  0.0000    ,  0.0000    ,  0.0000    , -8.1173    , -1.1589    ,-0.64876    ,  0.0000    ,  0.0000    , -1.6585    , -24.249    ,-0.58250    ,-0.73441E-03,-0.61894E-08,  0.0000    ,  0.0000    ,
"142-90-5",  694.04    ,  0.0000    , -13.997    ,  0.0000    ,-0.10482    ,  0.0000    ,  0.0000    , -2.6860    , -13.359    ,-0.13586E-04,  0.0000    ,  0.0000    ,  0.0000    , -602.44    , -61.288    ,-0.14022    ,-0.17859E-04,  0.0000    ,
"150-76-5",  85.596    ,  0.0000    ,-0.13396    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.49840E-03, -2.1411    , -13.278    ,  0.0000    ,  0.0000    ,-0.53567E-02,-0.61511E-01, -69.377    ,-0.60017    ,-0.42723E-03,  0.0000    ,  0.0000    ,
"2243-62-1",  1241.9    ,  0.0000    , -114.08    ,  0.0000    ,-0.68230E-01,  0.0000    ,-0.28419E-01, -153.35    , -960.85    ,-0.28795E-04,-0.93413E-02,-0.15750E-01,-0.21792    , -13.244    ,-0.13437    ,-0.14224E-01,-0.21605E-05,  0.0000    ,
"2809-21-4",  6134.4    ,  0.0000    ,-0.43233    ,  0.0000    ,  0.0000    ,  0.0000    , -613.21    , -399.45    , -221.22    ,  0.0000    ,  0.0000    , -354.54    , -4544.2    , -1.2263    ,  0.0000    ,-0.12109E-07,  0.0000    ,  0.0000    ,
"3209-22-1",  504.68    ,  0.0000    , -164.59    ,  0.0000    ,-0.10217    ,  0.0000    ,  0.0000    , -17.769    , -215.34    ,-0.21628E-04,-0.96316E-03,  0.0000    ,  0.0000    , -15.456    , -90.773    ,-0.63931    ,-0.10629E-03,  0.0000    ,
"470-82-6",  9.0602    ,  0.0000    , -2.4590    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.18075    , -2.0775    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.46945    , -3.8708    ,-0.29541E-02,  0.0000    ,  0.0000    ,
"521-18-6", 0.33678    ,  0.0000    ,-0.30903E-02,  0.0000    ,-0.10422E-04,  0.0000    ,  0.0000    ,-0.27751E-01,-0.15602    ,-0.78537E-08,-0.23925E-05,  0.0000    ,  0.0000    ,-0.14965    ,-0.65818E-04,-0.22188E-03,-0.10959E-08,  0.0000    ,
"5567-15-7",  38.122    ,  0.0000    ,-0.71153E-03,  0.0000    , -14.452    , 0.19216E-11,  0.0000    , -1.9995    , -1.2090    , -1.5153    , -17.937    ,-0.43101E-11,-0.24044E-09,-0.28685    ,  0.0000    ,-0.65535E-01,-0.72413    ,  0.0000    ,
"60-00-4",  510.10    ,  0.0000    ,-0.43340E-01,  0.0000    ,  0.0000    ,  0.0000    , -59.750    , -30.891    , -17.176    ,  0.0000    ,  0.0000    , -28.635    , -372.89    ,-0.65003    ,  0.0000    ,-0.93670E-07,  0.0000    ,  0.0000    ,
"62-56-6",  140.84    ,  0.0000    , -5.2762    ,  0.0000    ,  0.0000    ,  0.0000    , -8.0469    , -12.245    , -45.255    ,  0.0000    ,  0.0000    , -5.1941    , -64.162    ,-0.58530    ,-0.69453E-01,-0.35725E-05,  0.0000    ,  0.0000    ,
"65-85-0",  6657.5    ,  0.0000    ,-0.19414    ,  0.0000    , -1.2692    ,  0.0000    , -1707.0    , -145.12    , -81.675    ,-0.72606E-03,-0.71666E-01, -276.46    , -4244.7    , -197.02    , -3.8747    ,-0.13509E-02,-0.60204E-03,  0.0000    ,
"732-26-3",  36.749    ,  0.0000    , -32.722    ,  0.0000    ,-0.71306E-02,  0.0000    ,-0.14469E-02,-0.21144    , -1.1970    ,-0.18765E-04,-0.22732E-02,-0.90437E-05,-0.81592E-04,  0.0000    , -2.5616    ,-0.52795E-01,-0.11205E-04,  0.0000    ,
"77-71-4",  21.132    ,  0.0000    ,-0.30869E-02,  0.0000    ,  0.0000    ,  0.0000    , -3.3677    , -1.0407    ,-0.58709    ,  0.0000    ,  0.0000    , -1.0990    , -14.922    ,-0.11403    ,-0.63055E-03,-0.33272E-07,  0.0000    ,  0.0000    ,
"78-40-0",  187.70    ,  0.0000    , -27.264    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -8.3843    , -97.419    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -49.113    , -5.5019    ,-0.28075E-02,  0.0000    ,  0.0000    ,
"79-77-6",  192.63    ,  0.0000    , -23.070    ,  0.0000    ,-0.23988E-01,  0.0000    ,  0.0000    , -2.3620    , -22.560    ,-0.37444E-05,-0.13667E-03,  0.0000    ,  0.0000    , -108.34    , -36.085    ,-0.18655    ,-0.24725E-04,  0.0000    ,
"83066-88-0",  61.226    ,  0.0000    ,-0.39679E-02,  0.0000    ,-0.33879E-02,  0.0000    , -6.0310    , -4.0122    , -2.2221    ,-0.51350E-06,-0.23710E-03, -3.5479    , -45.401    ,-0.10617E-02,-0.39080E-03,-0.30870E-03,-0.11665E-06,  0.0000    ,
"85-68-7",  54.417    , 0.10701    ,  0.0000    ,  0.0000    ,-0.85616E-02,  0.0000    ,  0.0000    ,-0.46936    , -2.3310    ,-0.61961E-05,-0.19865E-02,  0.0000    ,  0.0000    , -51.668    ,-0.37295E-01,-0.13673E-01,-0.54887E-06,  0.0000    ,
"88-73-3",  456.94    ,  0.0000    , -128.05    ,  0.0000    ,-0.78290E-01,  0.0000    ,  0.0000    , -17.157    , -208.16    ,-0.15521E-04,-0.64209E-03,  0.0000    ,  0.0000    ,  0.0000    , -103.37    ,-0.14897    ,-0.91750E-04,  0.0000    ,
"90-02-8",  46.325    ,  0.0000    ,-0.19360    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.43395E-01,-0.60062    , -3.0758    ,  0.0000    ,  0.0000    ,-0.63658E-01,-0.71049    , -39.601    , -2.0317    ,-0.13071E-03,  0.0000    ,  0.0000    ,
"91-57-6",  14.862    ,  0.0000    , -2.6871    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.17915    , -1.5120    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -6.7830    , -3.6904    ,-0.10536E-01,  0.0000    ,  0.0000    ,
"95-16-9",  369.40    ,  0.0000    , -32.912    ,  0.0000    ,-0.22581E-02,  0.0000    ,-0.20945E-03, -44.447    , -278.47    ,-0.14370E-05,-0.40295E-03,-0.11427E-03,-0.15862E-02, -7.0699    , -6.4690    ,-0.25253E-01,-0.16293E-06,  0.0000    ,
"95-82-9",  218.67    ,  0.0000    , -21.876    ,  0.0000    ,-0.11551E-01,  0.0000    ,-0.55511E-04, -26.387    , -164.31    ,-0.88169E-05,-0.18632E-02,-0.26844E-04,-0.37152E-03, -2.0546    , -3.9400    ,-0.59449E-01,-0.27978E-05,  0.0000    ,
"97-53-0",  25.843    ,  0.0000    ,-0.81025E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.42165E-03,-0.46020    , -2.9709    ,  0.0000    ,  0.0000    ,-0.14650E-02,-0.17344E-01, -21.472    ,-0.83871    ,-0.10236E-02,  0.0000    ,  0.0000    ,
"98-52-2",  57.612    ,  0.0000    ,-0.78423    ,  0.0000    ,-0.35385E-02,  0.0000    ,  0.0000    , -1.1469    , -9.2226    ,-0.23104E-05,-0.48974E-03,  0.0000    ,  0.0000    , -41.041    , -5.3977    ,-0.13778E-01,-0.91654E-06,  0.0000    ,
"99607-70-2",  5.3947    ,  0.0000    ,-0.40456E-01,  0.0000    ,-0.57511E-03,  0.0000    ,-0.13025E-05,-0.45787    , -2.4072    ,-0.33281E-06,-0.11427E-03,-0.43425E-05,-0.54172E-04, -2.4704    ,-0.17223E-02,-0.16017E-01,-0.28160E-07,  0.0000    ,
"70-55-3",  15.638    ,  0.0000    ,-0.75709    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.34986E-02, -1.6079    , -10.355    ,  0.0000    ,  0.0000    ,-0.41068E-02,-0.47902E-01, -2.6655    ,-0.19602    ,-0.70217E-04,  0.0000    ,  0.0000    ,
"78-69-3",  97.173    ,  0.0000    , -1.4389    ,  0.0000    ,-0.73673E-02,  0.0000    ,  0.0000    , -1.5274    , -8.1323    ,-0.40246E-05,-0.43430E-03,  0.0000    ,  0.0000    , -77.108    , -8.9547    ,-0.56696E-02,-0.41267E-05,  0.0000    ,
"80-43-3",  444.85    ,  0.0000    , -155.31    ,  0.0000    ,-0.24228    ,  0.0000    ,  0.0000    , -2.9615    , -17.325    ,-0.28698E-04,-0.10118E-02,  0.0000    ,  0.0000    , -233.37    , -35.101    ,-0.52486    ,-0.95230E-04,  0.0000    ,
"85-73-4",  2.2189    ,  0.0000    ,-0.12878E-03,  0.0000    ,-0.18938E-03,  0.0000    ,-0.30417    ,-0.11925    ,-0.64755E-01,-0.17566E-06,-0.29114E-04,-0.11736    , -1.5532    ,-0.59768E-01,  0.0000    ,-0.22090E-05,-0.51807E-07,  0.0000    ,
"90-05-1",  155.10    ,  0.0000    ,-0.37053    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.19286E-02, -3.0324    , -19.882    ,  0.0000    ,  0.0000    ,-0.97190E-02,-0.11605    , -127.70    , -4.0000    ,-0.54638E-03,  0.0000    ,  0.0000    ,
"93-17-4",  3.7431    ,  0.0000    ,-0.58981E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.11334    ,-0.59479    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -3.0206    ,-0.84407E-02,-0.62017E-05,  0.0000    ,  0.0000    ,
"95-33-0",  560.38    ,  0.0000    ,-0.15692    ,  0.0000    ,-0.10303    ,  0.0000    , -162.70    , -9.0875    , -5.5408    ,-0.67356E-04,-0.22323E-01, -22.656    , -356.83    , -3.2944    ,-0.24069E-01,-0.27841E-01,-0.76804E-05,  0.0000    ,
"96-97-9",  2.8887    ,  0.0000    ,-0.49044E-04,  0.0000    ,  0.0000    ,  0.0000    ,-0.52073    ,-0.11129    ,-0.58100E-01,  0.0000    ,  0.0000    ,-0.13195    , -1.8345    ,-0.23304    ,-0.61021E-04,-0.26625E-05,  0.0000    ,  0.0000    ,
"98-59-9",  119.79    ,  0.0000    ,-0.53279    ,  0.0000    ,-0.18266E-01,  0.0000    ,  0.0000    , -2.6531    , -20.918    ,-0.14377E-04,-0.29695E-02,  0.0000    ,  0.0000    , -90.695    , -4.9847    ,-0.72582E-02,-0.52998E-05,  0.0000    ,
"99-93-4",  2.3358    ,  0.0000    ,-0.39124E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.14188E-02,-0.66136E-01,-0.33320    ,  0.0000    ,  0.0000    ,-0.12785E-01,-0.15098    , -1.7661    ,-0.12178E-02,-0.95923E-05,  0.0000    ,  0.0000    ,
"101-68-8",  9217.1    ,  0.0000    , -1054.4    ,  0.0000    , -4.1245    ,  0.0000    ,  0.0000    , -89.778    , -597.71    ,-0.12802E-02,-0.29407    ,  0.0000    ,  0.0000    , -7419.0    , -37.170    , -15.002    ,-0.76979E-03,  0.0000    ,
"102-76-1",  755.65    ,  0.0000    , -1.0908    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -15.345    , -88.159    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -650.38    ,-0.66346    ,-0.16120E-03,  0.0000    ,  0.0000    ,
"103-95-7",  6.7834    ,  0.0000    ,-0.11694    ,  0.0000    ,-0.75244E-03,  0.0000    ,  0.0000    ,-0.11488    ,-0.88847    ,-0.59557E-06,-0.13716E-03,  0.0000    ,  0.0000    , -4.9991    ,-0.65882    ,-0.41103E-02,-0.20167E-06,  0.0000    ,
"105-59-9",  3305.2    ,  0.0000    , -148.89    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.17938E-04, -374.55    , -2329.9    ,  0.0000    ,  0.0000    ,-0.22019E-04,-0.26543E-03, -451.70    ,-0.15854    ,-0.32635E-03,  0.0000    ,  0.0000    ,
"107-56-2",  69.310    ,  0.0000    ,-0.65908E-02,  0.0000    ,  0.0000    ,  0.0000    , -7.3009    , -3.4948    , -2.2433    ,  0.0000    ,  0.0000    , -3.1837    , -47.077    ,-0.53345    , -5.4675    ,-0.44028E-03,  0.0000    ,  0.0000    ,
"108-98-5",  5.5433    ,  0.0000    ,-0.14257    ,  0.0000    ,  0.0000    ,  0.0000    , -1.3238    ,-0.62230E-01,-0.27413    ,  0.0000    ,  0.0000    ,-0.12849    , -2.2778    ,-0.40911E-01, -1.2931    ,-0.13471E-03,  0.0000    ,  0.0000    ,
"111-18-2",  3.9012    , 0.12480E-03,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.1719    ,-0.50598E-01,-0.29578E-01,  0.0000    ,  0.0000    ,-0.15382    , -2.4899    ,-0.39031E-02,-0.13457E-02,-0.38236E-06,  0.0000    ,  0.0000    ,
"112-15-2",  24.867    ,  0.0000    ,-0.38865E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.51673    , -3.4644    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -20.601    ,-0.24444    ,-0.15352E-04,  0.0000    ,  0.0000    ,
"112-45-8",  8.6053    ,  0.0000    ,-0.17590    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.65964E-01,-0.39146    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -6.9353    , -1.0358    ,-0.53269E-03,  0.0000    ,  0.0000    ,
"112-88-9",  1113.6    ,  0.0000    , -2.0454    ,  0.0000    , -650.51    ,  0.0000    ,  0.0000    , -3.1817    , -19.027    ,-0.95461    , -42.438    ,  0.0000    ,  0.0000    , -341.30    , -95.433    ,-0.22884    ,-0.14233    ,  0.0000    ,
"118-45-6",  15.334    ,  0.0000    ,-0.17928    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.30962    , -1.6924    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -11.879    , -1.2724    ,-0.86524E-04,  0.0000    ,  0.0000    ,
"120-40-1",  11.885    ,  0.0000    ,-0.22781E-01,  0.0000    ,-0.11042E-02, 0.83898E-08,  0.0000    ,-0.78633    , -4.0866    ,-0.87721E-06,-0.77177E-04,-0.68219E-07,-0.69022E-06, -6.9796    ,-0.25485E-02,-0.48547E-02,-0.61907E-06,  0.0000    ,
"122-20-3",  1749.2    ,  0.0000    , -65.152    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.15714E-04, -199.06    , -1223.1    ,  0.0000    ,  0.0000    ,-0.22425E-04,-0.28007E-03, -261.77    ,-0.27877E-02,-0.25798E-03,  0.0000    ,  0.0000    ,
"123-68-2",  5.7919    ,  0.0000    ,-0.11912    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.51520E-01,-0.31448    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -4.4084    ,-0.89772    ,-0.14746E-03,  0.0000    ,  0.0000    ,
"127-47-9", 0.33673    ,  0.0000    ,-0.28524E-02,  0.0000    ,-0.24507E-04,  0.0000    ,  0.0000    ,-0.11167E-02,-0.41149E-02,-0.14291E-06,-0.32204E-04,  0.0000    ,  0.0000    ,-0.29994    ,-0.28654E-01,-0.37687E-04,-0.46997E-07,  0.0000    ,
"141-62-8",  6.5846    ,  0.0000    , -3.7316    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.22126E-01,-0.13378    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.40748    , -2.2861    ,-0.33541E-02,  0.0000    ,  0.0000    ,
"149-74-6",  18.328    ,  0.0000    ,-0.27076    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.28946    , -1.5851    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -14.789    , -1.3849    ,-0.72940E-02,  0.0000    ,  0.0000    ,
"461-58-5",  3808.4    ,  0.0000    , -12.310    ,  0.0000    ,  0.0000    ,  0.0000    , -530.65    , -195.29    , -164.32    ,  0.0000    ,  0.0000    , -193.72    , -2608.7    , -103.09    ,-0.91333E-01,-0.82314E-05,  0.0000    ,  0.0000    ,
"542-05-2", 0.41220    ,  0.0000    ,-0.15647E-04,  0.0000    ,  0.0000    ,  0.0000    ,-0.73745E-01,-0.16017E-01,-0.83618E-02,  0.0000    ,  0.0000    ,-0.18880E-01,-0.26220    ,-0.33223E-01,-0.79008E-07,-0.18474E-09,  0.0000    ,  0.0000    ,
"611-70-1",  625.63    ,  0.0000    , -124.64    ,  0.0000    ,-0.44182E-02,  0.0000    ,  0.0000    , -21.232    , -250.27    ,-0.39263E-05,-0.29603E-03,  0.0000    ,  0.0000    , -94.921    , -134.30    ,-0.24703    ,-0.27189E-05,  0.0000    ,
"624-03-3",  10.736    ,  0.0000    ,-0.90086E-02,  0.0000    , -11.493    ,  0.0000    ,  0.0000    ,-0.21907E-01,-0.35742E-01,-0.24201    , -79.279    ,  0.0000    ,  0.0000    ,-0.21191    ,-0.36955E-06,-0.98917E-03,-0.31175E-01,  0.0000    ,
"645-62-5",  3.6238    ,  0.0000    ,-0.85578E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.52641E-01,-0.37437    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -2.5031    ,-0.60763    ,-0.66962E-04,  0.0000    ,  0.0000    ,
"693-57-2",  15.731    ,  0.0000    ,-0.26825E-01,  0.0000    ,-0.11700E-02,  0.0000    ,-0.17370E-01,-0.55480    , -2.2850    ,-0.84887E-06,-0.74330E-04,-0.17842    , -2.1181    , -10.548    ,  0.0000    ,-0.36730E-03,-0.57263E-06,  0.0000    ,
"822-06-0",  1947.9    ,  0.0000    , -11.702    ,  0.0000    ,-0.38666    ,  0.0000    ,  0.0000    , -43.796    , -372.88    ,-0.20569E-03,-0.25253E-01,  0.0000    ,  0.0000    , -1426.8    , -91.913    ,-0.49933    ,-0.30880E-03,  0.0000    ,
"925-21-3",  2.1830    , 0.19724E-04,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.56129    ,-0.48109E-01,-0.26819E-01,  0.0000    ,  0.0000    ,-0.90992E-01, -1.3952    ,-0.60569E-01,-0.11880E-03,-0.11130E-06,  0.0000    ,  0.0000    ,
"976-71-6",  1.1768    ,  0.0000    ,-0.37480E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.10214    ,-0.55302    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.51743    ,-0.26978E-03,-0.11382E-03,  0.0000    ,  0.0000    ,
"1117-31-3",  2.9195    ,  0.0000    ,-0.77448E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.51159E-01,-0.31136    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -2.4670    ,-0.81965E-01,-0.37019E-05,  0.0000    ,  0.0000    ,
"1459-93-4",  19.659    ,  0.0000    ,-0.41652E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.44849    , -3.1519    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -15.610    ,-0.40799    ,-0.36407E-03,  0.0000    ,  0.0000    ,
"1739-84-0",  4.5798    ,  0.0000    ,-0.35772E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.14089    ,-0.79744E-01,-0.36845    ,  0.0000    ,  0.0000    ,-0.77116E-01, -1.2832    , -2.2430    ,-0.35170    ,-0.24457E-05,  0.0000    ,  0.0000    ,
"1975-78-6",  81.526    ,  0.0000    , -1.7813    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.81327    , -5.0024    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -63.722    , -10.197    ,-0.75426E-02,  0.0000    ,  0.0000    ,
"2163-42-0",  1244.5    ,  0.0000    , -1.2746    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -37.753    , -151.82    ,  0.0000    ,  0.0000    ,-0.87961E-10,-0.16942E-13, -1050.7    , -2.8715    ,-0.87083E-05,  0.0000    ,  0.0000    ,
"2385-77-5",  20.494    ,  0.0000    ,-0.49834    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.21454    , -1.4591    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -14.991    , -3.3284    ,-0.18385E-02,  0.0000    ,  0.0000    ,
"2478-10-6",  34.300    ,  0.0000    ,-0.59171E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.94000    , -5.8349    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -27.398    ,-0.67278E-01,-0.23598E-04,  0.0000    ,  0.0000    ,
"2568-90-3",  8.5781    ,  0.0000    ,-0.97175    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.16676    , -1.7805    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -2.4492    , -3.2086    ,-0.88787E-03,  0.0000    ,  0.0000    ,
"2778-42-9",  22.104    , 0.39767E-02,  0.0000    ,  0.0000    ,-0.21261E-02,  0.0000    ,  0.0000    ,-0.23389    ,-0.91444    ,-0.11878E-05,-0.37763E-03,  0.0000    ,  0.0000    , -20.932    ,-0.21839E-01,-0.16045E-02,-0.12524E-06,  0.0000    ,
"3030-47-5",  31.552    ,  0.0000    ,-0.51608E-01,  0.0000    ,  0.0000    ,  0.0000    , -8.5488    ,-0.55308    ,-0.43471    ,  0.0000    ,  0.0000    , -1.2648    , -20.025    ,-0.67274    ,-0.41244E-03,-0.78733E-06,  0.0000    ,  0.0000    ,
"3089-16-5",  1.9926    ,  0.0000    ,-0.38424E-01,  0.0000    ,-0.11910E-03,  0.0000    ,-0.28066E-03,-0.22467    , -1.2098    ,-0.12905E-06,-0.24403E-04,-0.94314E-03,-0.99234E-02,-0.50554    ,  0.0000    ,-0.30392E-02,-0.34119E-07,  0.0000    ,
"3296-90-0",  23.751    ,  0.0000    , -1.3110    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.52223E-06, -2.5502    , -16.410    ,  0.0000    ,  0.0000    ,-0.62158E-06,-0.71960E-05, -3.4626    ,-0.14609E-01,-0.12607E-03,  0.0000    ,  0.0000    ,
"3634-83-1",  28.117    ,  0.0000    ,-0.54969E-01,  0.0000    ,-0.35932E-02,  0.0000    ,  0.0000    ,-0.62887    , -5.0060    ,-0.19030E-05,-0.59535E-03,  0.0000    ,  0.0000    , -22.264    ,-0.15393    ,-0.63711E-02,-0.13254E-06,  0.0000    ,
"3851-87-4",  31.312    ,  0.0000    ,-0.57047    ,  0.0000    ,-0.25675E-02,  0.0000    ,  0.0000    ,-0.11292    ,-0.58251    ,-0.60823E-06,-0.71026E-06,  0.0000    ,  0.0000    , -27.180    , -2.8586    ,-0.42371E-02,-0.44363E-05,  0.0000    ,
"4253-34-3",  32.891    ,  0.0000    ,-0.22423E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.62162    , -2.3346    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -29.671    ,-0.24088    ,-0.40009E-05,  0.0000    ,  0.0000    ,
"4511-42-6",  202.86    ,  0.0000    ,-0.22314    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -9.0165    , -32.412    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -160.05    , -1.1579    ,-0.17210E-05,  0.0000    ,  0.0000    ,
"5026-74-4",  17.136    ,  0.0000    ,-0.52867E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.13294E-04, -1.5954    , -7.4801    ,  0.0000    ,  0.0000    ,-0.13051E-03,-0.14894E-02, -8.0052    ,-0.57552E-04,-0.61756E-05,  0.0000    ,  0.0000    ,
"5308-25-8",  89.950    ,  0.0000    ,-0.84129    ,  0.0000    ,  0.0000    ,  0.0000    , -20.525    , -1.5299    , -2.9746    ,  0.0000    ,  0.0000    , -3.2601    , -52.352    , -8.4423    ,-0.23159E-01,-0.10995E-04,  0.0000    ,  0.0000    ,
"5580-57-4",  2.2004    ,  0.0000    ,-0.90853E-02,  0.0000    , -1.1747    ,  0.0000    ,-0.16815E-04,-0.95539E-01,-0.63994E-01,-0.73733E-01, -1.0268    ,-0.39110E-06,-0.19263E-04,-0.18914E-01,  0.0000    ,-0.48130E-02,-0.33872E-01,  0.0000    ,
"6291-95-8", 0.15781    ,  0.0000    ,-0.28357E-03,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.13053E-01,-0.46163E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.98299E-01,-0.64245E-05,-0.73019E-06,  0.0000    ,  0.0000    ,
"6410-41-9", 0.25043    , 0.30361E-03,  0.0000    ,  0.0000    ,-0.83352E-04, 0.14097E-04,  0.0000    ,-0.20584E-02,-0.95184E-02,-0.16981E-05,-0.46113E-03,-0.31814E-04,-0.29968E-03,-0.23862    ,  0.0000    ,-0.19576E-03,-0.28772E-06,  0.0000    ,
"6610-29-3",  75.677    ,  0.0000    ,-0.71977E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.44198    , -4.4644    , -7.1417    ,  0.0000    ,  0.0000    , -3.0536    , -37.111    , -23.393    ,-0.18757E-02,-0.56247E-06,  0.0000    ,  0.0000    ,
"6940-53-0",  236.34    ,  0.0000    ,-0.35384    ,  0.0000    ,-0.43100E-01,  0.0000    ,  0.0000    , -5.0173    , -27.183    ,-0.39610E-04,-0.66218E-02,  0.0000    ,  0.0000    , -199.86    , -3.8508    ,-0.70597E-02,-0.15155E-04,  0.0000    ,
"7396-58-9",  535.45    ,  0.0000    ,-0.30109    ,  0.0000    , -140.58    ,  0.0000    , -125.81    , -1.2099    , -1.0074    , -1.2749    , -1.0926    , -8.1337    , -171.73    , -3.2722    , -42.327    ,-0.18201    , -18.120    ,  0.0000    ,
"7787-93-1",  8.1878    ,  0.0000    ,-0.41192    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.12982    ,-0.91610    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -5.6748    , -1.0483    ,-0.67987E-02,  0.0000    ,  0.0000    ,
"10563-29-8",  3.4219    ,  0.0000    ,-0.13691E-03,  0.0000    ,  0.0000    ,  0.0000    ,-0.82208    ,-0.95287E-01,-0.53501E-01,  0.0000    ,  0.0000    ,-0.15183    , -2.2675    ,-0.31782E-01,-0.86700E-05,-0.48126E-08,  0.0000    ,  0.0000    ,
"13170-23-5",  2.2197    ,  0.0000    ,-0.38781E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.49312E-01,-0.26839    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.8602    ,-0.37673E-01,-0.42211E-04,  0.0000    ,  0.0000    ,
