case,Etot (kmol/y),Fug-stora (kmol/y),Fug-storb (kmol/y),Pre-stora (kmol/y),Pre-storb (kmol/y),Ion-stora (kmol/y),Ion-storb (kmol/y),Fug-Abs (kmol/y),Fug-Sea (kmol/y),Pre-Abs (kmol/y),Pre-Sea (kmol/y),Ion-Abs (kmol/y),Ion-Sea (kmol/y),Decay (kmol/y),Volat (kmol/y),Fug-Sed (kmol/y),Pre-Sed (kmol/y),Ion-Sed (kmol/y),
"99-97-8",  3.2417    ,  0.0000    ,-0.69254    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.16989E-02,-0.10293    , -1.1742    ,  0.0000    ,  0.0000    ,-0.15212E-03,-0.28250E-02,-0.41755    ,-0.84800    ,-0.15834E-02,  0.0000    ,  0.0000    ,
"77-86-1",  55.018    ,  0.0000    ,-0.15442    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.15366E-07, -3.1129    , -17.049    ,  0.0000    ,  0.0000    ,-0.11327E-05,-0.11900E-04, -34.701    ,-0.83785E-04,-0.21116E-06,  0.0000    ,  0.0000    ,
"79-14-1",  174.38    , 0.30251E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -49.246    , -1.3811    ,-0.78146    ,  0.0000    ,  0.0000    , -5.8992    , -98.044    , -19.121    ,-0.16298E-01,-0.22935E-07,  0.0000    ,  0.0000    ,
"80-73-9",  14.613    ,  0.0000    , -1.1458    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.7796    , -11.106    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.56503    ,-0.15713E-01,-0.76187E-05,  0.0000    ,  0.0000    ,
"88-27-7",  3.3750    , 0.32016E-02,  0.0000    ,  0.0000    ,-0.18234E-03, 0.11405E-04,  0.0000    ,-0.73215E-01,-0.33934    ,-0.49642E-07,-0.22490E-04,-0.10088E-03,-0.94357E-03, -2.9623    ,-0.13288E-02,-0.91944E-03,-0.56098E-08,  0.0000    ,
"90-72-2",  154.67    ,  0.0000    ,-0.35020E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.55974    , -6.3850    , -7.3412    ,  0.0000    ,  0.0000    , -4.5208    , -55.402    , -80.427    ,-0.21248E-07,-0.36927E-04,  0.0000    ,  0.0000    ,
"93-69-6",  4.6155    ,  0.0000    ,-0.47390E-03,  0.0000    ,  0.0000    ,  0.0000    ,-0.80916    ,-0.17516    ,-0.92571E-01,  0.0000    ,  0.0000    ,-0.20843    , -2.9041    ,-0.42671    ,-0.98150E-10,-0.22593E-06,  0.0000    ,  0.0000    ,
"96-48-0",  1889.7    ,  0.0000    , -6.7041    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -52.917    , -317.45    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1447.6    , -64.920    ,-0.12469E-03,  0.0000    ,  0.0000    ,
"97-65-4",  474.18    ,  0.0000    ,-0.11666E-01,  0.0000    ,  0.0000    ,  0.0000    , -110.67    , -13.780    , -7.6565    ,  0.0000    ,  0.0000    , -21.106    , -312.65    , -8.3381    ,-0.29258E-02,-0.11758E-05,  0.0000    ,  0.0000    ,
"99-34-3",  52.734    ,  0.0000    ,-0.28419E-02,  0.0000    ,-0.43456E-02,  0.0000    , -7.2037    , -2.8401    , -1.5422    ,-0.41459E-06,-0.19040E-03, -2.7913    , -36.929    , -1.4204    ,-0.19513E-03,-0.12168E-04,-0.11002E-06,  0.0000    ,
"100-69-6",  98.576    ,  0.0000    , -6.6589    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.13153E-01, -3.8226    , -40.258    ,  0.0000    ,  0.0000    ,-0.44401E-02,-0.76127E-01, -38.053    , -9.6865    ,-0.45242E-02,  0.0000    ,  0.0000    ,
"101-80-4",  2.6159    ,  0.0000    ,-0.77576E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.47477E-03,-0.28838    , -1.7634    ,  0.0000    ,  0.0000    ,-0.70306E-03,-0.96065E-02,-0.47534    ,-0.23924E-03,-0.27766E-04,  0.0000    ,  0.0000    ,
"103-09-3",  133.69    ,  0.0000    , -3.2115    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.2556    , -8.2421    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -100.31    , -20.661    ,-0.13865E-01,  0.0000    ,  0.0000    ,
"104-61-0",  25.251    ,  0.0000    ,-0.30318    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.52059    , -3.6201    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -18.694    , -2.1102    ,-0.11250E-02,  0.0000    ,  0.0000    ,
"106-02-5",  16.896    ,  0.0000    ,-0.32621    ,  0.0000    ,-0.19822E-02,  0.0000    ,  0.0000    ,-0.63782E-01,-0.33637    ,-0.10066E-05,-0.57952E-04,  0.0000    ,  0.0000    , -14.631    , -1.5329    ,-0.19529E-02,-0.20077E-05,  0.0000    ,
"107-75-5",  22.593    ,  0.0000    ,-0.45249E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.57852    , -4.6446    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -17.225    ,-0.97909E-01,-0.99076E-03,  0.0000    ,  0.0000    ,
"110-25-8",  39.592    ,  0.0000    ,-0.12778E-02,  0.0000    ,-0.48491E-01,  0.0000    , -8.6318    , -1.3349    ,-0.74234    ,-0.45240E-04,-0.28282E-02, -1.8331    , -26.539    ,-0.47779    ,-0.45819E-03,-0.24431E-01,-0.94089E-04,  0.0000    ,
"111-64-8",  314.27    ,  0.0000    , -5.5365    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -3.7622    , -21.414    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -236.95    , -46.588    ,-0.10633E-01,  0.0000    ,  0.0000    ,
"112-31-2",  35.537    ,  0.0000    ,-0.28848    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.16570    ,-0.70125    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -30.597    , -3.7855    ,-0.50239E-03,  0.0000    ,  0.0000    ,
"112-67-4",  105.25    ,  0.0000    , -1.9166    ,  0.0000    ,-0.81678E-02,  0.0000    ,  0.0000    ,-0.54590    , -2.5491    ,-0.12667E-04,  0.0000    ,  0.0000    ,  0.0000    , -91.025    , -9.1732    ,-0.27066E-01,-0.25487E-04,  0.0000    ,
"115-70-8",  51.727    ,  0.0000    ,-0.73629    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.15158E-06, -5.2978    , -32.192    ,  0.0000    ,  0.0000    ,-0.66938E-06,-0.73451E-05, -13.497    ,-0.40693E-02,-0.36659E-05,  0.0000    ,  0.0000    ,
"118-60-5",  25.224    ,  0.0000    ,-0.45815    ,  0.0000    ,-0.32383E-02,  0.0000    ,-0.38310E-02,-0.13858    ,-0.74519    ,-0.31342E-05,-0.43148E-03,-0.66825E-03,-0.71216E-02, -21.876    , -1.9808    ,-0.91806E-02,-0.19439E-05,  0.0000    ,
"120-55-8",  30.006    , 0.11105E-01,  0.0000    ,  0.0000    ,-0.55804E-02,  0.0000    ,  0.0000    ,-0.50756    , -2.9062    ,-0.23028E-05,-0.81857E-03,  0.0000    ,  0.0000    , -26.578    ,-0.14807E-01,-0.72410E-02,-0.17738E-06,  0.0000    ,
"122-62-3",  78.961    ,  0.0000    ,-0.82738    ,  0.0000    , -22.433    ,  0.0000    ,  0.0000    ,-0.27249    , -1.3936    ,-0.11442E-01,-0.18010    ,  0.0000    ,  0.0000    , -49.896    , -5.9387    ,-0.21291E-01,-0.96734E-02,  0.0000    ,
"124-13-0",  120.02    ,  0.0000    ,-0.98378    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.70991    , -3.0253    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -101.52    , -13.771    ,-0.55642E-03,  0.0000    ,  0.0000    ,
"131-56-6", 0.98169E-01,  0.0000    ,-0.63275E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.53911E-02,-0.88354E-02,-0.40452E-01,  0.0000    ,  0.0000    ,-0.27117E-02,-0.33260E-01,-0.11437E-02,-0.43500E-05,-0.42174E-04,  0.0000    ,  0.0000    ,
"142-19-8",  4.5415    ,  0.0000    ,-0.90380E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.34912E-01,-0.20665    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -3.5814    ,-0.62805    ,-0.16703E-03,  0.0000    ,  0.0000    ,
"294-90-6",  1.1886    ,  0.0000    ,-0.20504E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.16312    ,-0.64283E-01,-0.45888E-01,  0.0000    ,  0.0000    ,-0.62414E-01,-0.83581    ,-0.15029E-01,-0.51130E-11,-0.69087E-09,  0.0000    ,  0.0000    ,
"497-18-7",  10.549    ,  0.0000    ,-0.16931E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.63563E-05,-0.67753    , -2.4104    ,  0.0000    ,  0.0000    ,-0.77974E-04,-0.72073E-03, -7.4427    ,-0.51934E-06,-0.27599E-08,  0.0000    ,  0.0000    ,
"561-41-1",  2.4356    ,  0.0000    ,-0.40024E-02,  0.0000    ,-0.18867E-03,  0.0000    ,-0.23517E-03,-0.19108    ,-0.86561    ,-0.21568E-06,-0.33982E-04,-0.31948E-02,-0.36147E-01, -1.3343    ,  0.0000    ,-0.78235E-03,-0.67230E-07,  0.0000    ,
"615-20-3",  75.720    ,  0.0000    ,-0.39435    ,  0.0000    ,-0.27306E-02,  0.0000    ,-0.30090E-05, -7.7302    , -41.139    ,-0.22446E-05,-0.53743E-03,-0.18527E-04,-0.23327E-03, -24.810    , -1.6353    ,-0.57204E-02,-0.63417E-06,  0.0000    ,
"628-89-7",  2.3020    ,  0.0000    ,-0.42599E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.66048E-09,-0.73467E-01,-0.45107    ,  0.0000    ,  0.0000    ,-0.40989E-08,-0.51830E-07, -1.7568    ,-0.16401E-01,-0.57462E-06,  0.0000    ,  0.0000    ,
"682-01-9",  2.8378    ,  0.0000    ,-0.33831E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.55799E-01,-0.28644    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -2.2364    ,-0.22512    ,-0.21527E-03,  0.0000    ,  0.0000    ,
"760-67-8",  159.39    ,  0.0000    , -4.0133    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.9674    , -13.329    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -104.92    , -35.149    ,-0.95362E-02,  0.0000    ,  0.0000    ,
"867-13-0",  2.0673    ,  0.0000    ,-0.14048E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.41079E-01,-0.15368    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.8704    ,-0.68405E-03,-0.51632E-06,  0.0000    ,  0.0000    ,
"931-36-2",  9.2719    ,  0.0000    ,-0.45503E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.85163E-05,-0.37868    , -2.4701    ,  0.0000    ,  0.0000    ,-0.45280E-04,-0.53737E-03, -6.0092    ,-0.36885    ,-0.19012E-04,  0.0000    ,  0.0000    ,
"993-13-5",  37.997    ,  0.0000    ,-0.25512E-02,  0.0000    ,  0.0000    ,  0.0000    , -3.8312    , -2.4600    , -1.3597    ,  0.0000    ,  0.0000    , -2.1880    , -28.054    ,-0.10262    ,-0.11410E-03,-0.21012E-07,  0.0000    ,  0.0000    ,
"1120-24-7",  81.930    ,  0.0000    ,-0.96503E-01,  0.0000    ,  0.0000    ,  0.0000    , -25.206    ,-0.50561    ,-0.48662    ,  0.0000    ,  0.0000    , -2.7446    , -45.323    ,-0.72644    , -6.8307    ,-0.14638E-01,  0.0000    ,  0.0000    ,
"1506-02-1", -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    , -999.00    ,
"1809-19-4",  15.607    ,  0.0000    ,-0.32474E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.32073    , -1.3698    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -13.548    ,-0.33457    ,-0.35882E-04,  0.0000    ,  0.0000    ,
"2040-90-6",  40.169    ,  0.0000    ,-0.45373E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.32605    ,-0.56712    , -1.7257    ,  0.0000    ,  0.0000    ,-0.70913    , -11.083    , -25.231    ,-0.48400    ,-0.76585E-03,  0.0000    ,  0.0000    ,
"2224-33-1",  27.243    ,  0.0000    ,-0.65551    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.60211E-01,-0.37546    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -23.463    , -2.6881    ,-0.24467E-02,  0.0000    ,  0.0000    ,
"2403-88-5",  1614.7    ,  0.0000    , -256.54    ,  0.0000    ,-0.17526    ,  0.0000    ,-0.55161E-02, -158.52    , -1168.0    ,-0.92799E-04,-0.29972E-01,-0.20130E-02,-0.24933E-01, -30.232    , -1.0926    ,-0.61084E-01,-0.11221E-04,  0.0000    ,
"2526-62-7",  12.308    , 0.18242E-03,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.19115    ,-0.11900    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -11.999    ,-0.26472E-02,-0.17703E-07,  0.0000    ,  0.0000    ,
"2612-57-9",  29.005    ,  0.0000    , -1.2340    ,  0.0000    ,-0.34377E-02,  0.0000    ,  0.0000    ,-0.48354    , -3.9941    ,-0.20169E-05,-0.21802E-03,  0.0000    ,  0.0000    , -19.295    , -3.9686    ,-0.24655E-01,-0.19836E-05,  0.0000    ,
"2896-70-0",  19.365    ,  0.0000    ,-0.57751E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.15041E-04, -1.8052    , -8.4633    ,  0.0000    ,  0.0000    ,-0.14767E-03,-0.16851E-02, -9.0348    ,-0.21972E-02,-0.19240E-05,  0.0000    ,  0.0000    ,
"3047-32-3",  6.0985    ,  0.0000    ,-0.73744    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.29053    , -3.1340    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -1.7707    ,-0.16568    ,-0.21361E-04,  0.0000    ,  0.0000    ,
"3148-73-0",  8.5783    ,  0.0000    ,-0.26019E-01,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.80159    , -3.7582    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -3.9916    ,-0.57692E-03,-0.46810E-07,  0.0000    ,  0.0000    ,
"3332-27-2",  42.951    ,  0.0000    ,-0.33957    ,  0.0000    ,-0.38864E-02,  0.0000    ,-0.57728E-03, -3.4464    , -16.581    ,-0.25950E-05,-0.28438E-03,-0.19953E-02,-0.23912E-01, -20.144    , -2.3863    ,-0.21855E-01,-0.18872E-05,  0.0000    ,
"3699-54-5",  46.295    ,  0.0000    ,-0.22896E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.11517    , -1.9511    , -2.8293    ,  0.0000    ,  0.0000    , -1.2816    , -14.803    , -25.288    ,-0.78807E-05,-0.14689E-06,  0.0000    ,  0.0000    ,
"3913-02-8",  26.282    ,  0.0000    ,-0.58249    ,  0.0000    ,-0.11167E-03,  0.0000    ,  0.0000    ,-0.26707    , -1.7540    ,-0.22165E-06,-0.55615E-04,  0.0000    ,  0.0000    , -21.027    , -2.6362    ,-0.12333E-01,-0.46954E-07,  0.0000    ,
"4394-85-8",  118.97    ,  0.0000    , -4.5950    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -13.563    , -83.449    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -17.325    ,-0.35616E-01,-0.93135E-05,  0.0000    ,  0.0000    ,
"4635-59-0",  10.975    ,  0.0000    , -1.1337    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.32472    , -3.5644    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -3.0777    , -2.8748    ,-0.22813E-03,  0.0000    ,  0.0000    ,
"5102-83-0",  115.86    ,  0.0000    ,-0.51056E-03,  0.0000    , -48.404    , 0.31711E-09,  0.0000    , -5.8240    , -3.3526    , -4.4176    , -51.876    ,-0.32197E-09,-0.14088E-07, -1.2210    ,  0.0000    ,-0.14659    , -2.2242    ,  0.0000    ,
"5343-92-0",  210.67    ,  0.0000    ,-0.50837    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.74607E-07, -9.9541    , -57.828    ,  0.0000    ,  0.0000    ,-0.53998E-06,-0.66097E-05, -139.84    , -2.5550    ,-0.23039E-04,  0.0000    ,  0.0000    ,
"5766-67-6",  147.81    ,  0.0000    ,-0.59373    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -16.244    , -86.206    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -44.740    ,-0.64438E-12,-0.12909E-06,  0.0000    ,  0.0000    ,
"6331-96-0",  70.261    ,  0.0000    ,-0.48861E-02,  0.0000    ,-0.34443E-02,  0.0000    , -7.0830    , -4.5476    , -2.5134    ,  0.0000    ,  0.0000    , -4.0451    , -51.868    ,-0.18966    ,-0.23305E-04,-0.48983E-05,  0.0000    ,  0.0000    ,
"6425-39-4",  88.216    ,  0.0000    , -6.2911    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.54758    , -10.373    , -62.086    ,  0.0000    ,  0.0000    ,-0.35591    , -4.8943    , -3.6652    ,-0.69089E-05,-0.95314E-05,  0.0000    ,  0.0000    ,
"6712-98-7",  69.558    ,  0.0000    , -3.5423    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.85504E-06, -8.1523    , -50.389    ,  0.0000    ,  0.0000    ,-0.92072E-06,-0.11539E-04, -7.4729    ,-0.19123E-04,-0.37894E-05,  0.0000    ,  0.0000    ,
"7069-42-3", 0.18264    ,  0.0000    ,-0.15506E-02,  0.0000    ,-0.33493E-04,  0.0000    ,  0.0000    ,-0.60667E-03,-0.21880E-02,-0.36253E-06,-0.77492E-04,  0.0000    ,  0.0000    ,-0.16281    ,-0.15450E-01,-0.21277E-04,-0.13379E-06,  0.0000    ,
"7526-26-3",  5.3575    ,  0.0000    ,-0.10496E-01,  0.0000    ,-0.55149E-03,  0.0000    ,  0.0000    ,-0.13480    , -1.0053    ,-0.29541E-06,-0.92108E-04,  0.0000    ,  0.0000    , -4.1499    ,-0.56426E-01,-0.63745E-03,-0.18828E-07,  0.0000    ,
"10081-67-1",  34.712    ,  0.0000    ,-0.28129    ,  0.0000    , -5.7667    ,  0.0000    ,-0.65160E-07, -2.0863    , -14.647    , -1.0836    , -1.9709    ,-0.40083E-07,-0.20230E-05, -8.8141    ,-0.89777E-03,-0.35012    ,-0.57043E-01,  0.0000    ,
"12236-62-3",  15.750    ,  0.0000    ,-0.39387E-01,  0.0000    ,-0.12870E-02,  0.0000    ,-0.49278E-02, -1.3675    , -6.0311    ,-0.85683E-06,-0.74550E-04,-0.94899E-01,-0.91591    , -7.2926    ,  0.0000    ,-0.11395E-02,-0.61504E-06,  0.0000    ,
"13402-02-3",  32.941    ,  0.0000    ,-0.73420    ,  0.0000    ,-0.79179E-03,  0.0000    ,  0.0000    ,-0.12673    ,-0.62801    ,-0.40550E-04,  0.0000    ,  0.0000    ,  0.0000    , -28.604    , -2.8315    ,-0.81901E-02,-0.29217E-03,  0.0000    ,
"14442-94-5", 0.27692E-01,  0.0000    ,-0.97708E-04, 0.87729E-03,  0.0000    , 0.11753E-07,  0.0000    ,-0.14742E-02,-0.11415E-01,-0.14008E-02,-0.21445    ,-0.11779E-07,-0.69960E-06,-0.69628E-02,  0.0000    ,-0.24056E-03,-0.71134E-04,  0.0000    ,
"15721-78-5",  13.316    ,  0.0000    ,-0.27403    ,  0.0000    , -10.158    ,  0.0000    ,-0.50451E-07,-0.38415    , -2.1273    ,-0.25628    , -4.0110    ,-0.39825E-08,-0.23332E-06,-0.66575E-01,-0.66194    ,-0.10159    ,-0.33472E-01,  0.0000    ,
"16634-82-5",  70.213    ,  0.0000    ,-0.11222    ,  0.0000    ,-0.56782E-02,  0.0000    , -6.2007    , -3.7279    , -2.7762    ,-0.24078E-05,-0.74303E-03, -3.4756    , -45.547    , -8.3590    ,-0.27820E-02,-0.12370E-03,-0.15329E-06,  0.0000    ,
"18379-25-4",  71.382    ,  0.0000    , -1.2474    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.51734    , -2.5922    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -60.505    , -6.4987    ,-0.19063E-01,  0.0000    ,  0.0000    ,
"20292-08-4",  32.478    ,  0.0000    ,-0.71460    , 0.56014E-02,  0.0000    ,  0.0000    ,  0.0000    ,-0.12024    ,-0.59219    ,-0.48998E-04,  0.0000    ,  0.0000    ,  0.0000    , -28.256    , -2.7812    ,-0.76041E-02,-0.25837E-03,  0.0000    ,
"22871-58-5",  1.2539    ,  0.0000    ,-0.50244E-04,  0.0000    ,-0.15973E-03,  0.0000    ,-0.22527    ,-0.48443E-01,-0.25291E-01,-0.15816E-06,-0.26975E-04,-0.57326E-01,-0.79669    ,-0.10107    ,  0.0000    ,-0.24920E-06,-0.46875E-07,  0.0000    ,
"24424-99-5",  24.373    ,  0.0000    ,-0.43985    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.25506    , -1.4617    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -15.990    , -6.2249    ,-0.84250E-04,  0.0000    ,  0.0000    ,
"25601-41-6",  461.92    ,  0.0000    , -8.5441    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -2.8265    , -16.070    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -377.68    , -56.756    ,-0.17194E-01,  0.0000    ,  0.0000    ,
"27458-94-2",  16594.    ,  0.0000    , -290.92    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -256.82    , -1652.7    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -12691.    , -1700.4    , -1.2808    ,  0.0000    ,  0.0000    ,
"29964-84-9",  81.378    ,  0.0000    , -1.9752    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.38666    , -2.3115    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -68.409    , -8.2662    ,-0.17688E-01,  0.0000    ,  0.0000    ,
"32388-55-9",  29.334    ,  0.0000    , -9.3891    ,  0.0000    ,-0.39604E-02,  0.0000    ,  0.0000    ,-0.29086    , -1.8263    ,-0.31187E-05,-0.36505E-03,  0.0000    ,  0.0000    , -15.198    , -2.5813    ,-0.44452E-01,-0.23218E-05,  0.0000    ,
"35435-21-3",  35.715    ,  0.0000    ,-0.82782    ,  0.0000    ,-0.37015E-02,  0.0000    ,  0.0000    ,-0.36230    , -2.3592    ,-0.11523E-05,-0.92273E-04,  0.0000    ,  0.0000    , -27.265    , -4.8887    ,-0.54076E-02,-0.35731E-05,  0.0000    ,
"37052-78-1",  73.090    ,  0.0000    ,-0.16779E-01,  0.0000    ,-0.61657E-02,  0.0000    , -9.6100    , -3.9379    , -2.2070    ,-0.16591E-05,-0.60904E-03, -3.8489    , -50.860    , -2.5992    ,-0.15345E-02,-0.50316E-04,-0.12058E-06,  0.0000    ,
"41620-33-1",  3.4144    , 0.54886E-02,  0.0000    ,  0.0000    ,-0.10264E-02, 0.48452E-05,  0.0000    ,-0.14196E-01,-0.66024E-01,-0.82918E-05,-0.13650E-02,-0.48113E-05,-0.44854E-04, -3.3376    ,-0.25662E-03,-0.12507E-02,-0.32892E-05,  0.0000    ,
"52846-56-7",  1.7558    ,  0.0000    ,-0.49528E-02,  0.0000    ,-0.53275E-04,  0.0000    ,-0.35580E-03,-0.15689    ,-0.71224    ,-0.63799E-07,-0.14600E-04,-0.63957E-02,-0.61099E-01,-0.81382    ,  0.0000    ,-0.36667E-04,-0.15693E-07,  0.0000    ,
"56358-17-9",  1.3462    ,  0.0000    ,-0.21406E-02,  0.0000    ,-0.24843E-03,  0.0000    ,-0.86789E-06,-0.47920E-01,-0.22087    ,-0.41683E-06,-0.13733E-03,-0.44546E-05,-0.50442E-04, -1.0478    ,-0.25359E-01,-0.17697E-02,-0.42958E-07,  0.0000    ,
"57843-53-5",  7.7775    ,  0.0000    ,-0.35985E-01,  0.0000    ,  0.0000    ,  0.0000    ,-0.17637E-09,-0.70556    , -4.1602    ,  0.0000    ,  0.0000    ,-0.11473E-08,-0.15326E-07, -2.8758    ,  0.0000    ,-0.48292E-06,  0.0000    ,  0.0000    ,
"60658-04-0", 0.57081    , 0.50668E-03,  0.0000    ,  0.0000    ,-0.27713E-04,  0.0000    ,  0.0000    ,-0.77706E-02,-0.37547E-01,-0.64818E-08,-0.33076E-05,  0.0000    ,  0.0000    ,-0.52544    ,-0.50689E-03,-0.76478E-04,-0.87174E-09,  0.0000    ,
"65855-02-9",  46.892    ,  0.0000    ,-0.75380E-01,  0.0000    ,-0.11891E-02,  0.0000    , -4.1533    , -2.4904    , -1.8517    ,-0.45275E-08,-0.25659E-05, -2.3228    , -30.440    , -5.5558    ,-0.47192E-03,-0.15644E-04,-0.23413E-08,  0.0000    ,
"68227-78-1", 0.10399    ,  0.0000    ,-0.21731E-02,  0.0000    ,-0.21029E-04,  0.0000    ,-0.45938E-04,-0.11332E-01,-0.59843E-01,-0.13182E-05,-0.34925E-03,-0.13515E-03,-0.14142E-02,-0.27572E-01,  0.0000    ,-0.14659E-02,-0.18053E-06,  0.0000    ,
"71617-10-2",  3.5037    ,  0.0000    ,-0.15748E-02,  0.0000    ,-0.38232E-03,  0.0000    ,  0.0000    ,-0.47275E-01,-0.23735    ,-0.26500E-06,-0.88913E-04,  0.0000    ,  0.0000    , -3.1704    ,-0.46594E-01,-0.39694E-03,-0.37451E-07,  0.0000    ,
"76201-56-4", 0.30940    ,  0.0000    ,-0.17609E-04,  0.0000    ,  0.0000    ,  0.0000    ,-0.42144E-01,-0.16703E-01,-0.90685E-02,  0.0000    ,  0.0000    ,-0.16393E-01,-0.21680    ,-0.83182E-02,  0.0000    ,-0.25384E-10,  0.0000    ,  0.0000    ,
"82199-12-0",  7.6137    ,  0.0000    ,-0.21580E-01,  0.0000    ,-0.26852E-03,  0.0000    ,-0.19562E-02,-0.67502    , -3.0447    ,-0.30122E-06,-0.42096E-04,-0.34168E-01,-0.32833    , -3.5072    ,  0.0000    ,-0.10257E-03,-0.10464E-06,  0.0000    ,
"84713-17-7",  2.9925    ,  0.0000    ,-0.65425E-02,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    ,-0.81657E-01,-0.61972    ,  0.0000    ,  0.0000    ,  0.0000    ,  0.0000    , -2.2493    ,-0.35189E-01,-0.40733E-04,  0.0000    ,  0.0000    ,
"89604-91-1", 0.60687    ,  0.0000    ,-0.13810E-02,  0.0000    ,-0.96710E-05,  0.0000    ,-0.66196E-08,-0.54383E-01,-0.25136    ,-0.98463E-08,-0.29314E-05,-0.75084E-07,-0.84751E-06,-0.29964    ,  0.0000    ,-0.89396E-04,-0.13622E-08,  0.0000    ,
"94723-86-1",  42.272    ,  0.0000    ,-0.15728E-01,  0.0000    ,-0.38398E-02,  0.0000    , -5.6518    , -2.2123    , -1.2677    ,-0.16954E-05,-0.11035E-03, -2.1945    , -29.152    , -1.7724    ,-0.30667E-03,-0.73627E-04,-0.21029E-05,  0.0000    ,
