MolMass,bp,mp,pv,ks,kac,kba,kn,kds,kde,kdw,kow0,kaw0,dhaw,
812-70-4,442.13,226.22,45.955,2.733243,0.0260005,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.8,0.816,-999,
68318-34-3,414.11,156.84,-8.535,146.6542,7.7099998e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.765,1.721117,-999,
29420-49-3,338.18,447.0,188.07,1.49e-06,27.02511,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,1.04,-3.870705,-999,
2062-98-8,332.045,88.73,-53.31,4639.605,0.1783493,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.81,2.344034,-999,
424-20-4,654.089,181.0,-78.25,385.3006,1.28e-09,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,8.975,2.55461,-999,
19430-93-4,246.07,47.73001,-113.565,44304.92,0.0177,-999,-999,-999,3.5e-06,3.5e-06,3.5e-06,3.71,2.82765,31204.0,
45167-47-3,263.039,144.53,9.64,688.0,0.4052935,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,2.81,-1.592,-999,
86508-42-1,588.08,173.38,-15.54,238.6464,3.5800001e-09,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,8.18,9.48,-999,
1861-40-1,335.29,382.17,57.5,0.00173428,0.000688,-999,-999,0.0,2.42e-09,2.42e-09,2.42e-09,5.25,-2.1538,39360.0,
335-95-5,436.052,292.92,107.63,16.93192,0.5820407,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,2.395,-2.058466,-999,
354-38-1,113.039,162.465,56.35,118.8607,742.3102,-999,-999,-999,3.4300001e-08,1.5400001e-07,3.09e-07,0.049549997,-3.524947,-999,
342-25-6,218.2,308.56,61.0795,0.033302002,0.151,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,3.03,-3.966381,47917.0,
306-83-2,152.93,44.88,-99.64,89243.02,11.23259,-999,-999,-999,1.6e-08,1.6e-08,1.6e-08,2.18,0.43336,25021.0,
355-04-4,338.04,59.64999,-88.87,28291.59,0.000632115,-999,-999,-999,0.0,0.0,0.0,4.8,4.16855,29788.0,
335-24-0,500.22,348.255,137.63,1.06,0.016398786,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.095,-2.547125,-999,
375-80-4,553.856,177.0,15.34,86.5945,3.1600001e-07,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.49,3.539064,-999,
163702-05-4,264.091,59.575,-72.025,46662.7,0.04021341,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.94,2.154952,-999,
34395-24-9,718.201,259.985,38.13,0.5946161,9.9999997e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,9.46,1.893719,-999,
85857-16-5,468.286,150.91,-9.505,281.2645,0.000469158,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.62,1.062747,-999,
2144-54-9,632.212,245.215,31.97,2.213145,3.27e-09,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,8.674999,1.916926,-999,
29457-72-5,506.06,375.8,140.165,0.5200004,0.012816662,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.32,-5.727112,-999,
203929-12-8,353.982,82.79,-55.2,11519.02,0.00032674251,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.22,2.23,-999,
102687-65-0,130.5,22.31,-94.0305,111305.5,8.317637,-999,-999,-999,3.4999999e-07,3.4999999e-07,3.4999999e-07,2.4,0.75086,25289.0,
130755-46-3,704.3,733.05,339.73,3.3050001e-17,3.72e-08,-999,-999,-999,3.4999999e-08,3.4999999e-08,3.4999999e-08,7.89,-22.7205,217680.0,
3108-42-7,531.117,205.0,165.0,4.68,841.0,-999,-999,-999,-999,-999,-999,4.36,-4.444055,-999,
3825-26-1,431.101,190.0,124.44,12.13706,23.25027,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.735,-6.218466,-999,
908020-52-0,363.08,-999,-999,-999,1.4,-999,-999,-999,-999,-999,-999,-999,-999,-999,
1696259-81-0,695.119,299.63,87.06,0.067327999,6.8500001e-09,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,8.22,4.594,-999,
2356-53-8,236.93,41.0,-999,991000.0,0.5000844,-999,-999,-999,-999,-999,-999,-999,-999,-999,
57677-95-9,790.176,298.665,56.03,0.0040453039,9.9999997e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,8.255,-1.915011,-999,
132182-92-4,350.079,82.215,-53.625,19864.98,0.002050109,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.635,3.052397,-999,
54950-05-9,912.31,418.135,152.0,6.3699997e-11,9.9999997e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,8.32,-2.454981,-999,
920-66-1,168.04,58.85001,-34.883,21001.41,46.2,-999,-999,0.0,1.42e-07,1.42e-07,1.42e-07,1.59,-1.920219,54407.0,
22052-87-5,450.095,126.82,-34.97,4372.961,2.4200001e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.065,3.062587,-999,
92612-52-7,313.047,165.08,23.07,264.0,0.044678163,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.48,-0.871,-999,
85509-19-9,315.4,383.41,98.795,3.9099999e-05,0.0219,-999,-999,0.0,2.24e-09,2.24e-09,2.24e-09,4.09,-5.622308,-999,
76-16-4,138.01,-79.87999,-112.86,2970000.0,0.5754399,-999,-999,-999,0.0,0.0,0.0,2.175,2.8493,18761.0,
67786-14-5,433.34,632.125,291.89,1.26e-08,1.45,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,0.895,-10.9328,-999,
375-73-5,300.09,205.0,41.73,19.32032,15.61191,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,2.14,-3.870705,-999,
1085-98-9,333.23,336.85,123.29,0.00026915301,0.020143745,-999,5.3702864e-09,1.1604769e-05,2.3e-08,2.3e-08,2.3e-08,3.54,-5.3685,110750.0,
377-73-1,230.038,136.37,5.375,571.1445,27.77671,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,2.59,-4.424033,-999,
916975-92-3,271.199,355.625,121.575,0.0049167546,0.055088699,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,2.77,-4.359703,-999,
18063-03-1,157.12,283.36,137.91,0.038123801,25.11886,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,0.615,-6.90873,63175.0,
33831-83-3,253.966,94.49001,-68.56,6014.769,0.04319476,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,3.5,2.280807,-999,
69681-35-2,345.064,187.66,13.41,56.39521,0.022725001,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.54,-0.449,-999,
57677-99-3,1390.27,353.775,74.38,0.00037054016,9.9999997e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,16.625,3.242783,-999,
2058-94-8,564.093,243.915,61.23,1.898223,1.82e-06,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.82,2.73,-999,
68555-73-7,521.24,278.89,81.515,0.0044129579,2.8300001e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.605,-3.124187,-999,
349-76-8,188.15,199.0,5.87,46.655,1.862087,2.2387173e-06,-999,8.712257e-10,1.13e-06,1.13e-06,1.13e-06,2.72,-2.457609,50903.0,
2164-17-2,232.21,323.08,96.34,0.0019424765,1.09,1.8196852e-08,-999,0.0,8.7899998e-09,8.7899998e-09,8.7899998e-09,2.355,-6.4604,81246.0,
2706-91-4,350.1,221.595,37.95,3.585,1.266295,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,2.76,-3.582913,-999,
148992-43-2,126.103,110.975,-26.775,1888.252,7829.314,-999,-999,-999,8.5700002e-08,3.8600001e-07,7.7200002e-07,-0.099000007,-2.648387,-999,
161462-35-7,302.31,351.69,6.755001,0.0021061399,0.08277265,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,3.5,-7.274511,67252.0,
540468-96-0,180.13,224.56,45.4,1.619863,84.77211,-999,-999,-999,3.4300001e-08,1.5400001e-07,3.09e-07,0.567,-2.931551,-999,
375-62-2,266.038,51.725,-70.075,32130.6,0.447,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,2.8,2.584373,-999,
183065-68-1,237.01,285.63,156.97,0.023138,2.03,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,2.7133,-5.6006,54847.0,
2806-24-8,557.18,295.73,116.375,0.2481,2.6199999e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.48,-3.71122,-999,
91913-68-7,498.276,225.63,4.325,5.906165,4.66e-08,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,8.43,1.749315,-999,
70887-84-2,458.098,220.165,46.65,6.204735,0.000110413,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.64,0.77,-999,
335-77-3,600.14,243.245,60.5,0.5304742,3.04e-07,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.83,1.09,-999,
3830-45-3,536.067,303.7,119.205,2.340017,0.0078329761,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.35,-1.215527,-999,
307-51-7,602.13,172.075,4.895,582.6171,3.7899999e-09,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,8.725,1.217892,-999,
345-92-6,218.2,308.84,73.5575,0.014502,0.151,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,3.4878,-3.966381,47917.0,
79622-59-6,465.1,444.88,113.0,7.1250001e-06,0.00030199499,4.47707e-06,-999,0.0,1.45e-08,1.45e-08,1.45e-08,4.3287,-6.670064,58599.0,
355-46-4,400.11,233.25,50.4,0.611,0.331155,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.16,-3.246014,-999,
75-10-5,52.023,-62.20999,-136.0,1754728.0,175.482,-999,-999,-999,3.4999999e-08,3.4999999e-08,3.4999999e-08,0.512365,0.04936,16119.0,
335-66-0,416.061,123.485,-32.155,2026.494,0.002516458,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.765,2.9986,-999,
118400-71-8,450.35,223.25,29.47,12.61226,3.2025003e-08,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,9.04,3.511,-999,
79-38-9,116.47,7.529999,-135.72,525006.1,2.884032,-999,-999,-999,3.4999999e-08,3.4999999e-08,3.4999999e-08,1.95,1.104397,20350.0,
4151-50-2,527.2,206.895,77.05,5.500029,1.53e-06,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.76,2.34,-999,
9002-84-0,-999,-19.9,-89.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
16090-14-5,446.11,182.0,11.68,21.33152,0.2324315,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.55,-1.020741,-999,
34449-89-3,371.22,263.925,76.88499,0.011145719,0.1963256,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.43,-4.539575,-999,
256473-04-8,211.57,211.0,31.7485,35.991,1.5,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,2.49,-2.3086,55728.0,
72007-68-2,463.07,221.92,38.94,11.1,6.7678506e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.48,1.29,-999,
2040-90-6,146.55,198.48,39.6415,27.3265,23.44229,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,2.3396,-4.246312,46749.0,
360-64-5,189.14,294.94,90.16,0.10721,6.025596,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,1.2275,-6.104683,70890.0,
1763-23-1,500.13,229.28,52.4,0.853,0.00020774599,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.49,-0.347,-999,
68298-11-3,750.48,669.63,291.84,2.57e-17,0.0040317411,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,2.49,-19.476,-999,
45187-15-3,299.09,212.0,53.63,37.055,29.62252,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,2.46,-3.870705,-999,
1189052-95-6,450.068,480.0,90.27,-2.37e-08,0.1718106,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,1.15,-4.555,-999,
2135-17-3,410.46,506.69,226.6,7.2000001e-12,0.142,-999,-999,0.0,1.06e-07,1.06e-07,1.06e-07,1.675,-14.9935,176950.0,
1696259-68-3,395.072,202.33,28.03,36.93019,0.0026155,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.21,0.271,-999,
864551-38-2,562.121,208.68,19.31,31.1,2.3699999e-07,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,7.06,4.948,-999,
1682-78-6,282.037,72.235,-59.505,11665.67,1.537387,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.155,1.984034,-999,
641571-11-1,241.22,379.81,73.0823,0.00029319999,1.095224,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,2.41,-8.722992,104930.0,
142818-01-7,256.184,342.34,139.6,0.00081150001,0.450067,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,2.61,-6.55683,-999,
120100-77-8,346.71,427.93,192.395,4.03e-07,1.11,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,2.5544,-9.988546,101900.0,
121219-07-6,158.15,167.55,-17.91,297.259,3.162278,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,2.62,-1.627922,35742.0,
24279-39-8,230.02,250.92,25.7,1.69291,0.19,-999,-999,-999,1.13e-07,1.13e-07,1.13e-07,3.51355,-3.430051,53239.0,
79456-26-1,196.56,230.4,-74.03,6.09181,3.47,-999,-999,-999,3.4999999e-07,3.4999999e-07,3.4999999e-07,2.14,-6.11425,69971.0,
88974-05-4,289.68,360.805,129.39,0.00017116149,0.011609362,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,4.245,-5.174655,-999,
102061-82-5,306.08,439.3,184.24,2.6299999e-06,49.85833,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,-0.5,-5.328,-999,
422-05-9,150.048,77.8,-60.205,6430.0,145.6201,-999,-999,-999,3.4300001e-08,1.5400001e-07,3.09e-07,1.23,0.3320525,-999,
27905-45-9,518.17,202.91,6.77,43.86294,9.0100002e-07,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.825,1.738643,-999,
2991-51-7,623.32,433.205,173.935,16.86865,0.001574793,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.2,-4.498739,-999,
75-63-8,148.91,7.02002,-108.85,1178372.0,1.778279,-999,-999,-999,3.4999999e-07,3.4999999e-07,3.4999999e-07,1.875,1.3365,25289.0,
13417-01-1,584.29,280.735,96.705,0.1062576,1.09e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.31,-2.649995,-999,
65104-65-6,964.2,317.275,96.545,0.00015332,9.9999997e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,12.27,2.775153,-999,
15899-32-8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
461-82-5,177.13,210.68,26.73,25.0604,4.94,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,1.99,-4.440621,46749.0,
29091-09-6,305.0,338.19,95.18,0.0036257601,0.033360656,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,2.97125,-4.786353,44892.0,
251099-16-8,825.75,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
423-50-7,402.1,134.23,3.715,4315.0,0.000154307,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.0,1.838051,-999,
115375-60-5,462.52,440.08,183.665,1.211e-06,0.001361822,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.495,-3.167544,-999,
209995-38-0,190.121,249.44,76.675,3.294775,14.6,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,1.995,-4.064022,-999,
71546-78-6,354.043,57.225,-87.765,53862.09,0.00052399997,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.39,3.172494,-999,
801-26-3,416.061,96.145,-67.08,9112.558,2.5900001e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.205,3.008557,-999,
69116-73-0,488.105,193.345,10.19,2.733101,0.0023882161,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.47,-2.497544,-999,
68084-62-8,561.26,291.59,74.705,0.040396567,2.62e-06,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.335,-2.259492,-999,
350-46-9,141.1,206.85,25.38,37.4573,7.585776,-999,-999,0.0,0.0,0.0,0.0,1.835,-2.8529,33215.0,
432-08-6,971.143,266.67,56.205,0.1162568,9.9999997e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,13.005,4.219822,-999,
1870-13-9,846.15,337.5,114.8,0.0045059999,5.0990001e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,10.23,6.758,-999,
2706-90-3,264.047,141.265,11.97,579.9799,0.5990928,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,2.81,-3.039214,-999,
38565-52-5,376.117,110.51,-52.575,20305.15,0.00071600103,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.985,2.229875,-999,
79953-85-8,1229.2,-999,-999,-999,5.9600002e-16,-999,-999,-999,-999,-999,-999,-999,-999,-999,
1696259-85-4,795.135,325.68,105.9,0.010639,5.8549998e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,9.56,6.035,-999,
10116-92-4,543.19,282.93,94.2,0.0114,1.4005001e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.29,-2.096,-999,
1582-09-8,335.29,382.17,57.5,0.001421025,0.000845954,2.2387173e-06,-999,4.3561285e-10,1.84e-08,1.84e-08,1.84e-08,5.25,-2.1538,39360.0,
75-89-8,100.04,60.22,-50.619,10148.13,2511.886,-999,-999,0.0,7.2500001e-07,7.2500001e-07,7.2500001e-07,0.38,-2.939,51707.0,
34454-97-2,357.19,251.99,72.4,2.545502,0.6760827,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,2.905,-4.596267,-999,
335-27-3,400.062,98.7,-66.65,6932.984,1.01e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.965,4.726251,-999,
1352319-02-8,373.68,164.0,140.0,-999,-999,-999,-999,-999,-999,-999,-999,-1.677781,-999,-999,
375-50-8,453.84,147.5,-9.23,1081.937,4.21e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.15,2.563381,-999,
68238-92-6,989.13,1065.1,332.92,2.3149999e-08,0.00045251899,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,-1.109,-5.103862,-999,
131341-86-1,248.19,382.61,171.605,2.0949999e-05,0.054776583,-999,-999,0.0,2.86e-09,2.86e-09,2.86e-09,3.583,-8.897204,41561.0,
1093074-15-7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
27854-31-5,478.105,224.68,51.77,3.146545,4.06e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.97,1.41,-999,
64191-44-2,566.085,143.64,-56.92,1691.857,8.5000003e-08,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,7.54,2.377435,-999,
297730-93-9,414.114,119.025,-36.665,4653.063,7.16e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.04,2.952158,-999,
120226-60-0,628.2,271.04,83.26,0.031300001,2.3277501e-06,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.34,1.339,-999,
757124-72-4,328.15,233.555,82.825,1.202573,2.489593,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,2.19,-3.794559,-999,
381-73-7,96.032,136.14,-1.0,585.187,10471.29,-999,-999,-999,3.5e-06,3.5e-06,3.5e-06,0.12,-4.0524,61433.0,
102851-06-9,502.92,505.3,103.4135,2.1254455e-07,2.21e-06,1.2589308e-07,-999,3.3260153e-06,1.68e-08,1.68e-08,1.68e-08,6.58,-6.5997,121950.0,
61340-74-7,316.046,60.53,-75.23,24664.57,0.003455,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.63,2.23926,-999,
13081-18-0,170.087,119.735,-20.47,2071.544,56.0,-999,-999,-999,3.4300001e-08,1.5400001e-07,3.09e-07,0.56,-2.942403,-999,
778-94-9,216.12,283.07,31.01,0.183954,0.385,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,2.41,-4.136256,54579.0,
678-41-1,990.207,321.315,63.78,0.001662985,9.9999997e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,11.5,-0.032602549,-999,
68187-47-3,409.36,665.26,289.79,2.16e-13,102.8767,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,-1.75,-12.38,-999,
895525-76-5,512.79,497.12,56.2005,4.5499998e-08,0.000718,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,4.54,-11.541,140360.0,
62037-80-3,347.08,-999,-999,-999,7.13,-999,-999,-999,-999,-999,-999,-999,-999,-999,
393-36-2,240.023,233.0,47.9,4.118128,0.6380638,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,2.915,-1.755602,-999,
57678-05-4,644.116,299.96,81.815,0.0020865521,1.34e-07,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.805,-4.084443,-999,
431-89-0,170.03,-18.95,-127.1,410564.0,0.468,-999,-999,-999,3.4999999e-08,3.4999999e-08,3.4999999e-08,2.2667,1.1154,21575.0,
69045-84-7,215.99,190.46,46.69,77.1807,0.4244826,-999,-999,-999,3.4999999e-07,3.4999999e-07,3.4999999e-07,3.06,-1.812365,54426.0,
335-71-7,452.11,143.97,9.775,1067.909,6.62e-06,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.64,1.26456,-999,
1493-13-6,150.07,202.92,54.44,72.6485,1320.0,-999,-999,-999,3.5e-06,3.5e-06,3.5e-06,-0.38,-5.9102,44375.0,
10493-43-3,216.03,2.28,-118.65,313151.0,1.7,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,2.68,1.980784,-999,
10495-86-0,230.062,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
67905-19-5,814.132,300.81,101.06,0.34048,9.9999997e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,10.385,0.9625885,-999,
943913-15-3,890.192,273.525,50.165,0.0024650753,9.9999997e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,7.555,-0.784086,-999,
1895-14-3,746.134,313.05,96.65,0.026131,1.235e-09,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,8.89,5.315,-999,
306-91-2,624.116,210.5,0.1499996,42.79636,1.39e-08,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,7.865,4.275572,-999,
86-73-7,166.22,292.57,63.69,0.06696938,0.010471285,-999,-999,0.0,8.9300002e-08,8.9300002e-08,8.9300002e-08,4.04,-2.16585,39685.0,
85813-73-6,251.18,283.935,65.16,0.4106494,0.4092683,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,2.565,-1.970851,-999,
181214-75-5,314.098,84.52499,-59.105,15765.33,0.0046640001,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.47,2.25581,-999,
2043-57-4,473.99,179.2,-32.183,171.957,1.3e-06,-999,-999,-999,3.4999999e-07,3.4999999e-07,3.4999999e-07,5.99,3.35075,48721.0,
62880-93-7,609.39,674.38,294.05,1.09e-13,0.018641623,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,0.92,-9.498,-999,
68412-69-1,702.07,193.13,24.41,14.79874,2.8000001e-08,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,6.96,2.902,-999,
720-94-5,230.186,266.585,56.835,2.227674,6.029906,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,2.315,-4.270749,-999,
67330-25-0,337.34,384.94,-31.765,0.000298592,0.00078914402,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,5.86,-5.179294,84577.0,
108427-53-8,399.1,235.0,57.225,1.605389,0.054447506,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.515,-3.246014,-999,
355-25-9,238.028,-1.9,-124.13,259977.9,0.021774748,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,3.615,3.971388,-999,
130841-23-5,358.02,308.03,110.92,0.0021476999,0.000685548,-999,-999,-999,1.13e-06,1.13e-06,1.13e-06,4.78,-2.43146,39877.0,
67969-69-1,685.29,395.0,110.635,0.00028587502,3.4199998e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.665,-10.75157,-999,
15290-77-4,196.068,33.135,-53.055,133929.6,0.048335273,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,3.745,3.054328,-999,
65150-93-8,918.232,306.17,66.525,0.012025644,9.9999997e-10,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,12.28,3.273777,-999,
171198-24-6,495.96,179.0,30.0,40.12992,289.0,-999,-999,-999,-999,-999,-999,4.8,-4.64793,-999,
70124-77-5,451.47,480.43,75.21,6.345e-07,8.8999996e-06,6.6375101e-08,-999,1.2559417e-08,2.6e-08,2.6e-08,2.6e-08,6.185,-5.814535,95509.0,
1478-61-1,336.24,347.16,154.5,3.549e-05,0.000105263,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,4.47,-7.63,-999,
420-46-2,84.04,-56.45999,-151.65,1125784.0,10.47129,-999,-999,-999,3.4999999e-07,3.4999999e-07,3.4999999e-07,1.53,1.095272,18933.0,
25628-08-4,430.35,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
15899-31-7,464.078,209.96,42.27,15.81579,9.3499999e-05,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,5.93,-1.29517,-999,
4089-58-1,512.12,219.785,25.135,2.946416,0.02670663,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,7.025,-2.507662,-999,
20109-59-5,386.044,285.78,97.41,8.55003,5.014972,-999,-999,-999,7.1400001e-09,3.2199999e-08,6.4300004e-08,1.89,-2.397965,-999,
773-14-8,216.03,13.5,-67.0,94791.95,0.5869555,-999,-999,-999,2.14e-08,9.6500003e-08,1.9300001e-07,2.515,1.866529,-999,
116-14-3,100.01,-31.59999,-142.5,1892860.0,3.801894,-999,-999,-999,3.4999999e-08,3.4999999e-08,3.4999999e-08,1.37,1.529464,17249.0,
354-64-3,245.91,51.03,-87.715,153295.0,1.122018,-999,-999,-999,3.4999999e-08,3.4999999e-08,3.4999999e-08,2.9395,1.868706,31951.0,
